player_low,player_high,matches,sweeps,avg_total_sets,avg_ATP,last_match,sweep_rate,non_sweep_rate
adam kral,zbynek vyskocil,26,8,4.115384615384615,78.46153846153847,2024-08-12 19:50:00,0.3076923076923077,0.6923076923076923
adam kral,zdenek zahradka,98,27,4.081632653061225,77.33673469387755,2026-04-19 10:00:00,0.2755102040816326,0.7244897959183674
adam martin rek,ales langer,41,22,3.707317073170732,68.07317073170732,2025-11-28 19:00:00,0.5365853658536586,0.46341463414634143
adam martin rek,dominik pasek,52,12,4.134615384615385,79.21153846153847,2025-10-25 22:00:00,0.23076923076923078,0.7692307692307692
adam martin rek,filip marat,80,22,4.0375,77.5875,2025-12-17 12:05:00,0.275,0.725
adam martin rek,horst bauer,23,5,4.086956521739131,77.73913043478261,2025-09-26 14:30:00,0.21739130434782608,0.782608695652174
adam martin rek,jachym sebl,20,11,3.6,67.35,2023-09-23 10:50:00,0.55,0.44999999999999996
adam martin rek,jan hendrych,62,20,3.9516129032258065,72.5,2026-03-13 19:00:00,0.3225806451612903,0.6774193548387097
adam martin rek,jan vonasek,52,13,4.134615384615385,78.9423076923077,2026-04-15 06:55:00,0.25,0.75
adam martin rek,jonas kulveit,69,23,3.971014492753623,72.98550724637681,2026-03-15 07:55:00,0.3333333333333333,0.6666666666666667
adam martin rek,josef ruzicka,22,3,4.181818181818182,79.68181818181819,2024-11-28 15:20:00,0.13636363636363635,0.8636363636363636
adam martin rek,marek kulisek,24,8,3.875,72.75,2026-04-18 22:30:00,0.3333333333333333,0.6666666666666667
adam martin rek,martin cerny,41,10,4.170731707317073,77.21951219512195,2025-12-26 07:55:00,0.24390243902439024,0.7560975609756098
adam martin rek,martin dolezal,61,16,4.032786885245901,76.54098360655738,2025-12-10 15:35:00,0.26229508196721313,0.7377049180327868
adam martin rek,martin kocvara,31,15,3.6451612903225805,67.74193548387096,2025-11-09 20:20:00,0.4838709677419355,0.5161290322580645
adam martin rek,martin sulc,38,16,3.789473684210526,70.1842105263158,2026-04-17 19:20:00,0.42105263157894735,0.5789473684210527
adam martin rek,michal brozek,41,18,3.682926829268293,69.85365853658537,2026-03-26 16:50:00,0.43902439024390244,0.5609756097560976
adam martin rek,milos frydl,34,10,4.029411764705882,76.8529411764706,2025-11-11 17:20:00,0.29411764705882354,0.7058823529411764
adam martin rek,miroslav sochor,59,17,4.033898305084746,75.11864406779661,2026-04-13 17:25:00,0.288135593220339,0.711864406779661
adam martin rek,ondrej fiklik,40,12,4.125,79.025,2026-04-18 20:55:00,0.3,0.7
adam martin rek,petr kotrbaty,21,9,3.6666666666666665,69.42857142857143,2025-09-22 11:20:00,0.42857142857142855,0.5714285714285714
adam martin rek,petr semrad,23,8,3.8260869565217392,71.08695652173913,2024-05-19 08:25:00,0.34782608695652173,0.6521739130434783
adam martin rek,vaclav jr hejda,73,12,4.328767123287672,81.06849315068493,2026-04-10 16:20:00,0.1643835616438356,0.8356164383561644
adam martin rek,vlastimil kolar,30,12,3.8666666666666667,72.23333333333333,2025-11-12 11:40:00,0.4,0.6
adam martin rek,zdenek zahradka,23,9,3.869565217391304,73.47826086956522,2026-03-13 15:20:00,0.391304347826087,0.6086956521739131
adrian cich,dariusz zoladek,25,8,3.92,73.12,2024-10-03 07:00:00,0.32,0.6799999999999999
adrian cich,igor misztal,21,9,3.8095238095238093,70.23809523809524,2024-07-29 23:00:00,0.42857142857142855,0.5714285714285714
adrian cich,mecik patryk,27,8,4.037037037037037,76.51851851851852,2024-07-23 23:30:00,0.2962962962962963,0.7037037037037037
adrian cich,mleczko mateusz,33,12,3.878787878787879,74.03030303030303,2024-07-24 01:30:00,0.36363636363636365,0.6363636363636364
adrian cich,piotr morawski,25,10,3.84,71.96,2024-07-25 04:30:00,0.4,0.6
adrian gadawski,bronislaw	kurzak,20,4,4.2,80.75,2024-02-12 10:05:00,0.2,0.8
adrian gadawski,darek kleczko,26,6,3.923076923076923,76.0,2024-03-09 09:05:00,0.23076923076923078,0.7692307692307692
adrian gadawski,denys kovtanyuk,40,12,4.075,75.825,2025-01-26 08:30:00,0.3,0.7
adrian gadawski,fabian sikora,47,9,4.148936170212766,77.27659574468085,2025-03-01 14:35:00,0.19148936170212766,0.8085106382978724
adrian gadawski,gracjan rokita,25,2,4.28,82.44,2024-07-27 11:15:00,0.08,0.92
adrian gadawski,jakub nowak,21,5,4.142857142857143,77.28571428571429,2024-10-06 05:30:00,0.23809523809523808,0.7619047619047619
adrian gadawski,tomasz witkowski,28,6,4.142857142857143,78.17857142857143,2024-05-03 16:00:00,0.21428571428571427,0.7857142857142857
adrian panczyk,rafal ucinski,23,6,4.130434782608695,77.34782608695652,2025-03-28 14:45:00,0.2608695652173913,0.7391304347826086
adrian piegza,bartłomiej molka,28,3,4.25,78.75,2024-05-26 08:35:00,0.10714285714285714,0.8928571428571429
