match_id,date,player1,player2
11621459,2026-03-21 04:20:00,Piotr Szafranek,Filip Kujawa
11621462,2026-03-21 04:25:00,Grzegorz Adamiak,Adrian Spychala
11621433,2026-03-21 04:45:00,Grzegorz Poliniewicz,Jakub Zochniak
11621474,2026-03-21 04:50:00,Artur Daniel,Krzysztof Wloczko
11621406,2026-03-21 05:00:00,Krzysztof Guminski,Mateusz Misiak
11621473,2026-03-21 05:05:00,Marcin Marchlewski,Piotr Szafranek
11621458,2026-03-21 05:10:00,Martin Olejnik,Adrian Spychala
11621972,2026-03-21 05:25:00,Jacek Przewlocki,Bartlomiej Wisniewski
11621465,2026-03-21 05:30:00,Grzegorz Poliniewicz,Karol Sulkowski
11621434,2026-03-21 05:35:00,Adam Dosz,Grzegorz Adamiak
11621407,2026-03-21 05:55:00,Bartosz Kwodawski,Jakub Witkowski
11621497,2026-03-21 06:00:00,Amirreza Abbasi,Martin Olejnik
11621435,2026-03-21 06:20:00,Marcin Marchlewski,Grzegorz Poliniewicz
11621466,2026-03-21 06:25:00,Adam Dosz,Grzegorz Adamiak
11621454,2026-03-21 06:40:00,Jakub Witkowski,Piotr Szafranek
11621490,2026-03-21 06:45:00,Amirreza Abbasi,Grzegorz Adamiak
11621448,2026-03-21 07:05:00,Bartosz Kwodawski,Karol Sulkowski
11621436,2026-03-21 07:10:00,Martin Olejnik,Adam Dosz
11621475,2026-03-21 07:30:00,Grzegorz Poliniewicz,Piotr Szafranek
11621471,2026-03-21 07:35:00,Amirreza Abbasi,Adam Dosz
11621449,2026-03-21 07:55:00,Marcin Marchlewski,Bartosz Kwodawski
11621450,2026-03-21 08:00:00,Grzegorz Adamiak,Martin Olejnik
11621662,2026-03-21 08:20:00,Jakub Witkowski,Karol Sulkowski
11621453,2026-03-21 08:25:00,Amirreza Abbasi,Martin Olejnik
11621557,2026-03-21 08:45:00,Grzegorz Poliniewicz,Bartosz Kwodawski
11621451,2026-03-21 08:50:00,Adam Dosz,Grzegorz Adamiak
11621634,2026-03-21 09:10:00,Marcin Marchlewski,Jakub Witkowski
11621467,2026-03-21 09:15:00,Amirreza Abbasi,Grzegorz Adamiak
11621663,2026-03-21 09:35:00,Karol Sulkowski,Piotr Szafranek
11621441,2026-03-21 09:40:00,Martin Olejnik,Adam Dosz
11621664,2026-03-21 10:00:00,Grzegorz Poliniewicz,Jakub Witkowski
11621476,2026-03-21 10:05:00,Amirreza Abbasi,Adam Dosz
11621665,2026-03-21 10:25:00,Bartosz Kwodawski,Piotr Szafranek
11621452,2026-03-21 10:30:00,Grzegorz Adamiak,Martin Olejnik
11621666,2026-03-21 10:45:00,Marcin Marchlewski,Karol Sulkowski
11621910,2026-03-21 11:00:00,Kacper Marchlewski,Blazej Warpas
11622148,2026-03-21 11:05:00,Adrian Eliasz,Bartosz Kwodawski
11621412,2026-03-21 11:25:00,Adam Kasperski,Jaroslaw Rolak
11621327,2026-03-21 11:30:00,Maciej Kolek,Bartosz Sulkowski
11621695,2026-03-21 12:00:00,Krystian Kolodziej,Kacper Szurlej
11621770,2026-03-21 12:00:00,Pawel Polanski,Zbigniew Nocun
11622147,2026-03-21 12:15:00,Kacper Marchlewski,Adam Kasperski
11622146,2026-03-21 12:20:00,Adrian Eliasz,Maciej Kolek
11621694,2026-03-21 12:25:00,Mateusz Rutkowski,Jakub Witkowski
11621909,2026-03-21 12:35:00,Bartlomiej Wisniewski,Blazej Warpas
11621890,2026-03-21 12:45:00,Rafal Utylski,Marcin Marchlewski
11621693,2026-03-21 13:05:00,Krystian Kolodziej,Mateusz Rutkowski
11621908,2026-03-21 13:20:00,Adam Kasperski,Blazej Warpas
11621793,2026-03-21 13:30:00,Marcin Marchlewski,Kacper Szurlej
11622145,2026-03-21 13:45:00,Kacper Marchlewski,Bartlomiej Mrugala
11622144,2026-03-21 13:50:00,Adrian Eliasz,Radoslaw Malinowski
11621889,2026-03-21 13:55:00,Rafal Utylski,Jakub Witkowski
11621692,2026-03-21 14:20:00,Mateusz Rutkowski,Kacper Szurlej
11621691,2026-03-21 14:40:00,Krystian Kolodziej,Rafal Utylski
11622143,2026-03-21 14:55:00,Kacper Marchlewski,Bartlomiej Wisniewski
11622142,2026-03-21 15:00:00,Adrian Eliasz,Krzysztof Guminski
11621888,2026-03-21 15:05:00,Marcin Marchlewski,Jakub Witkowski
11621907,2026-03-21 15:20:00,Jaroslaw Rolak,Blazej Warpas
11621690,2026-03-21 15:30:00,Mateusz Rutkowski,Rafal Utylski
