match_id,date,player1,player2,h2h_L10_weighted,h2h_L30_weighted,h2h_L60_weighted,h2h_L10_count,h2h_L30_count,h2h_L60_count,recent_A_L10,recent_B_L10,recent_A_L30,recent_B_L30,match_balance_L10
11622390,2026-03-21 11:30:00,Daniel Tomica,Matej Grundel,0.6946666666666665,0.6946666666666665,0.6946666666666665,6,6,6,0.7,0.8,0.6666666666666666,0.7666666666666667,0.6000000000000001
11622396,2026-03-21 11:30:00,Hoang Tai Nguyen Ba,Tomas Barta,1.0,0.9666666666666667,0.8833333333333333,10,30,60,0.9,1.0,0.7333333333333333,0.8333333333333334,0.39999999999999997
11622401,2026-03-21 11:30:00,Ondrej Paril,Jan Dzida,0.8,0.6842105263157895,0.6842105263157895,10,19,19,0.8,0.8,0.6666666666666666,0.7666666666666667,0.0
11622398,2026-03-21 12:00:00,Jan Dzida,Michael Sedlacek,0.8,0.8695652173913043,0.8695652173913043,10,23,23,0.8,0.5,0.7666666666666667,0.5666666666666667,0.5000000000000001
11622397,2026-03-21 12:00:00,Tomas Barta,Frantisek Just,0.9,0.9090909090909091,0.9090909090909091,10,11,11,1.0,0.7,0.8333333333333334,0.6333333333333333,0.5000000000000001
11622400,2026-03-21 12:00:00,Matej Grundel,Lukas Velebil,0.651,0.651,0.651,1,1,1,0.8,0.6,0.7666666666666667,0.75,0.5000000000000001
11621363,2026-03-21 12:00:00,Julius Didi,Miroslav Barta,0.7,0.75,0.75,10,12,12,0.7,0.6,0.7333333333333333,0.6333333333333333,0.19999999999999996
11622391,2026-03-21 12:00:00,Jiri Dedek,Michal Vedmoch,0.7,0.5833333333333334,0.5833333333333334,10,24,24,0.7,1.0,0.6,0.7333333333333333,0.4
11620462,2026-03-21 12:30:00,Milan Cetner,Jiri Grohsgott,0.5,0.6,0.6,10,30,40,0.5,0.5,0.5666666666666667,0.5333333333333333,0.09999999999999998
11622392,2026-03-21 12:30:00,Adam Pokorny,Ondrej Paril,0.7,0.7222222222222222,0.7222222222222222,10,18,18,0.8,0.8,0.7333333333333333,0.6666666666666666,0.09999999999999998
11622402,2026-03-21 12:30:00,Matej Volf,Hoang Tai Nguyen Ba,0.7370000000000001,0.7370000000000001,0.7370000000000001,7,7,7,0.8,0.9,0.6666666666666666,0.7333333333333333,0.2
