match_id,match_date,player1,player2,match_link
14-04-2026-vojna-daniel-frantisek-balcar,2026-04-14 10:20:00,Vojna Daniel,Frantisek Balcar,https://scores24.live/en/table-tennis/14-04-2026-vojna-daniel-frantisek-balcar
14-04-2026-jan-masternak-mateusz-galus,2026-04-14 10:30:00,Jan Masternak,Mateusz Galus,https://scores24.live/en/table-tennis/14-04-2026-jan-masternak-mateusz-galus
14-04-2026-jan-manhal-junior-jirasek-martin,2026-04-14 10:35:00,Jan Manhal,Martin Jirasek,https://scores24.live/en/table-tennis/14-04-2026-jan-manhal-junior-jirasek-martin
14-04-2026-radek-sedlacek-dalibor-velky-junior,2026-04-14 10:40:00,Radek Sedlacek,Dalibor Velky Jnr,https://scores24.live/en/table-tennis/14-04-2026-radek-sedlacek-dalibor-velky-junior
14-04-2026-ondrej-knazik-martin-filipek,2026-04-14 10:50:00,Ondrej Knazik,Martin Filipek,https://scores24.live/en/table-tennis/14-04-2026-ondrej-knazik-martin-filipek
14-04-2026-ladislav-moravec-martin-dolezal,2026-04-14 10:55:00,Ladislav Moravec,Martin Dolezal,https://scores24.live/en/table-tennis/14-04-2026-ladislav-moravec-martin-dolezal
14-04-2026-skvarskyi-dmytro-dawid-stapor,2026-04-14 11:00:00,Skvarskyi Dmytro,Dawid Stapor,https://scores24.live/en/table-tennis/14-04-2026-skvarskyi-dmytro-dawid-stapor
14-04-2026-neterda-radek-jirasek-martin,2026-04-14 11:05:00,Radek  Neterda,Martin Jirasek,https://scores24.live/en/table-tennis/14-04-2026-neterda-radek-jirasek-martin
14-04-2026-michal-moravec-tomas-krenek,2026-04-14 11:10:00,Michal Moravec,Tomas Krenek,https://scores24.live/en/table-tennis/14-04-2026-michal-moravec-tomas-krenek
14-04-2026-vojna-daniel-martin-filipek,2026-04-14 11:20:00,Vojna Daniel,Martin Filipek,https://scores24.live/en/table-tennis/14-04-2026-vojna-daniel-martin-filipek
14-04-2026-milan-tlusty-petr-chlumsky,2026-04-14 11:25:00,Milan Tlusty,Petr Chlumsky,https://scores24.live/en/table-tennis/14-04-2026-milan-tlusty-petr-chlumsky
14-04-2026-sylwester-wloszek-mateusz-galus,2026-04-14 11:30:00,Sylwester Wloszek,Mateusz Galus,https://scores24.live/en/table-tennis/14-04-2026-sylwester-wloszek-mateusz-galus
14-04-2026-vlastimil-kaisler-jan-manhal-junior,2026-04-14 11:35:00,Vlastimil Kaisler,Jan Manhal,https://scores24.live/en/table-tennis/14-04-2026-vlastimil-kaisler-jan-manhal-junior
14-04-2026-radek-sedlacek-tomas-krenek,2026-04-14 11:40:00,Radek Sedlacek,Tomas Krenek,https://scores24.live/en/table-tennis/14-04-2026-radek-sedlacek-tomas-krenek
14-04-2026-frantisek-balcar-ondrej-knazik,2026-04-14 11:50:00,Frantisek Balcar,Ondrej Knazik,https://scores24.live/en/table-tennis/14-04-2026-frantisek-balcar-ondrej-knazik
14-04-2026-ladislav-moravec-petr-chlumsky,2026-04-14 11:55:00,Ladislav Moravec,Petr Chlumsky,https://scores24.live/en/table-tennis/14-04-2026-ladislav-moravec-petr-chlumsky
14-04-2026-szymon-radlo-jan-masternak,2026-04-14 12:00:00,Szymon Radlo,Jan Masternak,https://scores24.live/en/table-tennis/14-04-2026-szymon-radlo-jan-masternak
14-04-2026-neterda-radek-jan-manhal-junior,2026-04-14 12:05:00,Radek  Neterda,Jan Manhal,https://scores24.live/en/table-tennis/14-04-2026-neterda-radek-jan-manhal-junior
14-04-2026-dalibor-velky-junior-michal-moravec,2026-04-14 12:10:00,Dalibor Velky Jnr,Michal Moravec,https://scores24.live/en/table-tennis/14-04-2026-dalibor-velky-junior-michal-moravec
14-04-2026-vojna-daniel-ondrej-knazik,2026-04-14 12:20:00,Vojna Daniel,Ondrej Knazik,https://scores24.live/en/table-tennis/14-04-2026-vojna-daniel-ondrej-knazik
14-04-2026-martin-dolezal-milan-tlusty,2026-04-14 12:25:00,Martin Dolezal,Milan Tlusty,https://scores24.live/en/table-tennis/14-04-2026-martin-dolezal-milan-tlusty
14-04-2026-jirasek-martin-vlastimil-kaisler,2026-04-14 12:35:00,Martin Jirasek,Vlastimil Kaisler,https://scores24.live/en/table-tennis/14-04-2026-jirasek-martin-vlastimil-kaisler
14-04-2026-martin-filipek-frantisek-balcar,2026-04-14 12:50:00,Martin Filipek,Frantisek Balcar,https://scores24.live/en/table-tennis/14-04-2026-martin-filipek-frantisek-balcar
14-04-2026-ladislav-moravec-milan-tlusty,2026-04-14 12:55:00,Ladislav Moravec,Milan Tlusty,https://scores24.live/en/table-tennis/14-04-2026-ladislav-moravec-milan-tlusty
14-04-2026-petr-chlumsky-martin-dolezal,2026-04-14 13:25:00,Petr Chlumsky,Martin Dolezal,https://scores24.live/en/table-tennis/14-04-2026-petr-chlumsky-martin-dolezal
14-04-2026-guzy-karol-marek-chybinski,2026-04-14 14:00:00,Karol Guzi,Marek Chybinski,https://scores24.live/en/table-tennis/14-04-2026-guzy-karol-marek-chybinski
14-04-2026-blazej-gola-anton-veliev,2026-04-14 14:30:00,Blazej Gola,Anton Veliev,https://scores24.live/en/table-tennis/14-04-2026-blazej-gola-anton-veliev
14-04-2026-guzy-karol-anton-veliev,2026-04-14 15:00:00,Karol Guzi,Anton Veliev,https://scores24.live/en/table-tennis/14-04-2026-guzy-karol-anton-veliev
14-04-2026-damian-bucko-marek-chybinski,2026-04-14 15:30:00,Damian Bucko,Marek Chybinski,https://scores24.live/en/table-tennis/14-04-2026-damian-bucko-marek-chybinski
14-04-2026-krzysztof-zapala-damian-bucko,2026-04-14 16:00:00,Krzysztof Zapala,Damian Bucko,https://scores24.live/en/table-tennis/14-04-2026-krzysztof-zapala-damian-bucko
14-04-2026-blazej-gola-krzysztof-zapala,2026-04-14 16:30:00,Blazej Gola,Krzysztof Zapala,https://scores24.live/en/table-tennis/14-04-2026-blazej-gola-krzysztof-zapala
14-04-2026-guzy-karol-damian-bucko,2026-04-14 17:00:00,Karol Guzi,Damian Bucko,https://scores24.live/en/table-tennis/14-04-2026-guzy-karol-damian-bucko
14-04-2026-krzysztof-zapala-anton-veliev,2026-04-14 17:30:00,Krzysztof Zapala,Anton Veliev,https://scores24.live/en/table-tennis/14-04-2026-krzysztof-zapala-anton-veliev
14-04-2026-blazej-gola-marek-chybinski,2026-04-14 18:00:00,Blazej Gola,Marek Chybinski,https://scores24.live/en/table-tennis/14-04-2026-blazej-gola-marek-chybinski
14-04-2026-guzy-karol-krzysztof-zapala,2026-04-14 18:30:00,Karol Guzi,Krzysztof Zapala,https://scores24.live/en/table-tennis/14-04-2026-guzy-karol-krzysztof-zapala
14-04-2026-blazej-gola-damian-bucko,2026-04-14 19:00:00,Blazej Gola,Damian Bucko,https://scores24.live/en/table-tennis/14-04-2026-blazej-gola-damian-bucko
14-04-2026-anton-veliev-marek-chybinski,2026-04-14 19:30:00,Anton Veliev,Marek Chybinski,https://scores24.live/en/table-tennis/14-04-2026-anton-veliev-marek-chybinski
14-04-2026-guzy-karol-blazej-gola,2026-04-14 20:00:00,Karol Guzi,Blazej Gola,https://scores24.live/en/table-tennis/14-04-2026-guzy-karol-blazej-gola
14-04-2026-krzysztof-zapala-marek-chybinski,2026-04-14 20:30:00,Krzysztof Zapala,Marek Chybinski,https://scores24.live/en/table-tennis/14-04-2026-krzysztof-zapala-marek-chybinski
14-04-2026-damian-bucko-anton-veliev,2026-04-14 21:00:00,Damian Bucko,Anton Veliev,https://scores24.live/en/table-tennis/14-04-2026-damian-bucko-anton-veliev
