player_low,player_high,matches,sweeps,avg_total_sets,avg_ATP,last_match,sweep_rate,non_sweep_rate
dan volhejn,lukas jindrak,21,8,3.9523809523809526,76.76190476190476,2026-04-16 07:00:00,0.38095238095238093,0.6190476190476191
dan volhejn,lukas zeman,27,6,4.074074074074074,75.55555555555556,2026-04-16 06:00:00,0.2222222222222222,0.7777777777777778
dan volhejn,martin huk,160,54,4.01875,76.83125,2026-04-11 21:00:00,0.3375,0.6625
dan volhejn,matous klimenta,39,13,3.948717948717949,73.1025641025641,2026-04-18 19:00:00,0.3333333333333333,0.6666666666666667
dan volhejn,michal jezek,35,10,4.142857142857143,77.05714285714286,2026-04-14 17:00:00,0.2857142857142857,0.7142857142857143
dan volhejn,michal vavrecka,176,42,4.170454545454546,78.88068181818181,2026-04-21 03:00:00,0.23863636363636365,0.7613636363636364
dan volhejn,michal zahradka,55,19,3.8727272727272726,72.30909090909091,2026-04-18 20:30:00,0.34545454545454546,0.6545454545454545
dan volhejn,oleksandr kolbasenko,104,23,4.125,78.85576923076923,2026-02-12 21:00:00,0.22115384615384615,0.7788461538461539
dan volhejn,ondrej svacha,55,13,4.236363636363636,79.7090909090909,2026-02-20 19:30:00,0.23636363636363636,0.7636363636363637
dan volhejn,rostyslav kliucuk,21,7,4.0,76.80952380952381,2025-09-10 15:30:00,0.3333333333333333,0.6666666666666667
dan volhejn,tomas turek,22,4,4.136363636363637,79.86363636363636,2025-11-16 20:00:00,0.18181818181818182,0.8181818181818181
dan volhejn,vratislav petracek,143,35,4.1328671328671325,77.86713286713287,2026-04-21 01:00:00,0.24475524475524477,0.7552447552447552
daniel branny,michal raska,27,6,4.2592592592592595,80.29629629629629,2024-06-04 06:30:00,0.2222222222222222,0.7777777777777778
daniel branny,oldrich vrtal,27,9,3.814814814814815,70.07407407407408,2024-04-12 19:00:00,0.3333333333333333,0.6666666666666667
daniel branny,zbynek pagac,44,12,3.9545454545454546,72.75,2024-04-12 18:00:00,0.2727272727272727,0.7272727272727273
daniel kouble,frantisek just,26,5,4.3076923076923075,81.26923076923077,2026-03-31 22:30:00,0.19230769230769232,0.8076923076923077
daniel kouble,jaroslav bresky,27,11,3.962962962962963,74.88888888888889,2024-11-21 04:00:00,0.4074074074074074,0.5925925925925926
daniel kouble,jaroslav prokupek,80,24,4.075,76.3375,2026-04-15 03:00:00,0.3,0.7
daniel kouble,jiri pozarsky,20,6,4.05,80.0,2025-01-12 21:30:00,0.3,0.7
daniel kouble,martin sychra,25,1,4.48,86.04,2025-11-05 00:00:00,0.04,0.96
daniel kouble,patrik pycha,24,7,4.083333333333333,75.08333333333333,2026-01-02 10:00:00,0.2916666666666667,0.7083333333333333
daniel kouble,radim pavelka,27,7,4.111111111111111,79.51851851851852,2026-02-18 02:00:00,0.25925925925925924,0.7407407407407407
daniel kouble,richard krejci,26,9,3.8846153846153846,71.0,2026-02-18 01:00:00,0.34615384615384615,0.6538461538461539
daniel kouble,vladimir cermak,25,4,4.32,81.84,2026-02-04 23:00:00,0.16,0.84
daniel kouble,vladimr postelt,31,5,4.161290322580645,79.38709677419355,2026-02-07 23:30:00,0.16129032258064516,0.8387096774193549
daniel priesol,filip zurek,20,5,4.25,78.9,2026-04-19 13:30:00,0.25,0.75
daniel tuma,david vrabec,20,3,4.35,85.45,2024-04-03 18:00:00,0.15,0.85
daniel tuma,frantisek briza,72,20,4.055555555555555,76.56944444444444,2025-05-01 15:30:00,0.2777777777777778,0.7222222222222222
