match_id,match_date,player1,player2,match_link
01-04-2026-andrii-kurtenko-serhii-semenets,2026-04-01 20:20:00,Andrii Kurtenko,Serhii Semenets,https://scores24.live/en/table-tennis/01-04-2026-andrii-kurtenko-serhii-semenets
01-04-2026-eldar-bektemirov-tymur-ponomarenko,2026-04-01 20:25:00,Eldar Alekperov,Tymur Ponomarenko,https://scores24.live/en/table-tennis/01-04-2026-eldar-bektemirov-tymur-ponomarenko
01-04-2026-myroslav-loboda-iurii-hrekh,2026-04-01 20:30:00,Myroslav Loboda,Iurii Hrekh,https://scores24.live/en/table-tennis/01-04-2026-myroslav-loboda-iurii-hrekh
01-04-2026-valerii-vlasenko-denys-shcherbak,2026-04-01 20:45:00,Valerii Vlasenko,Denys Shcherbak,https://scores24.live/en/table-tennis/01-04-2026-valerii-vlasenko-denys-shcherbak
01-04-2026-serhii-solomko-oleksandr-osadchyi,2026-04-01 20:50:00,Serhii Solomko,Oleksandr Osadchyi,https://scores24.live/en/table-tennis/01-04-2026-serhii-solomko-oleksandr-osadchyi
01-04-2026-volodymyr-kaidakov-dmytro-shchegelskyi,2026-04-01 21:00:00,Volodymyr Kaidakov,Dmytro Shchegelskyi,https://scores24.live/en/table-tennis/01-04-2026-volodymyr-kaidakov-dmytro-shchegelskyi
01-04-2026-danylo-us-mykola-polysynskyi,2026-04-01 21:05:00,Danylo Us,Mykola Polysynskyi,https://scores24.live/en/table-tennis/01-04-2026-danylo-us-mykola-polysynskyi
01-04-2026-oleksii-mitla-mykyta-smyrnov-1,2026-04-01 21:15:00,Oleksii Mitla,Mykyta Smyrnov,https://scores24.live/en/table-tennis/01-04-2026-oleksii-mitla-mykyta-smyrnov-1
01-04-2026-serhii-hovorunets-serhii-semenets,2026-04-01 21:20:00,Serhii Hovorunets,Serhii Semenets,https://scores24.live/en/table-tennis/01-04-2026-serhii-hovorunets-serhii-semenets
01-04-2026-vitaliy-krokhmal-iurii-hrekh,2026-04-01 21:30:00,Vitaliy Krokhmal,Iurii Hrekh,https://scores24.live/en/table-tennis/01-04-2026-vitaliy-krokhmal-iurii-hrekh
01-04-2026-volodymyr-okopnyi-iurii-hrekh,2026-04-01 21:30:00,Volodymyr Okopnyi,Iurii Hrekh,https://scores24.live/en/table-tennis/01-04-2026-volodymyr-okopnyi-iurii-hrekh
01-04-2026-serhii-khandetskyi-vitalii-kobets-1,2026-04-01 21:35:00,Serhii Khandetskyi,Vitalii Kobets,https://scores24.live/en/table-tennis/01-04-2026-serhii-khandetskyi-vitalii-kobets-1
01-04-2026-anton-shypilov-denys-shcherbak,2026-04-01 21:45:00,Anton Shypilov,Denys Shcherbak,https://scores24.live/en/table-tennis/01-04-2026-anton-shypilov-denys-shcherbak
01-04-2026-denys-khavanskyi-andrii-kurtenko,2026-04-01 21:50:00,Denys Khavanskyi,Andrii Kurtenko,https://scores24.live/en/table-tennis/01-04-2026-denys-khavanskyi-andrii-kurtenko
01-04-2026-serhii-skachenko-eduard-rubtsov,2026-04-01 21:55:00,Serhii Skachenko,Eduard Rubtsov,https://scores24.live/en/table-tennis/01-04-2026-serhii-skachenko-eduard-rubtsov
01-04-2026-dmytro-shchegelskyi-viktor-slozka,2026-04-01 22:00:00,Dmytro Shchegelskyi,Viktor Slozka,https://scores24.live/en/table-tennis/01-04-2026-dmytro-shchegelskyi-viktor-slozka
01-04-2026-yaroslav-stepanchuk-serhii-pitsyk,2026-04-01 22:05:00,Yaroslav Stepanchuk,Serhii Pitsyk,https://scores24.live/en/table-tennis/01-04-2026-yaroslav-stepanchuk-serhii-pitsyk
01-04-2026-mykyta-smyrnov-serhii-kalenyk-1,2026-04-01 22:15:00,Mykyta Smyrnov,Serhii Kalenyk,https://scores24.live/en/table-tennis/01-04-2026-mykyta-smyrnov-serhii-kalenyk-1
