GAME_ID,GAME_DATE,TEAM,OPP_TEAM,GF,GA,SF,SA
2025021187,2026-03-31,EDM,SEA,3,0,24,27
2025021187,2026-03-31,SEA,EDM,0,3,27,24
2025021188,2026-04-01,COL,VAN,6,8,30,26
2025021188,2026-04-01,VAN,COL,8,6,26,30
2025021189,2026-04-01,LAK,STL,2,1,26,24
2025021189,2026-04-01,STL,LAK,1,2,24,26
2025021190,2026-04-01,ANA,SJS,3,4,31,21
2025021190,2026-04-01,SJS,ANA,4,3,21,31
2025021191,2026-04-02,BUF,OTT,1,4,22,24
2025021191,2026-04-02,OTT,BUF,4,1,24,22
2025021192,2026-04-02,PIT,TBL,3,6,24,33
2025021192,2026-04-02,TBL,PIT,6,3,33,24
2025021193,2026-04-02,BOS,FLA,1,2,29,24
2025021193,2026-04-02,FLA,BOS,2,1,24,29
2025021194,2026-04-02,NJD,WSH,7,3,30,32
2025021194,2026-04-02,WSH,NJD,3,7,32,30
2025021195,2026-04-02,MTL,NYR,3,2,25,24
2025021195,2026-04-02,NYR,MTL,2,3,24,25
2025021196,2026-04-02,DET,PHI,4,2,19,34
2025021196,2026-04-02,PHI,DET,2,4,34,19
2025021197,2026-04-02,CAR,CBJ,5,1,21,10
2025021197,2026-04-02,CBJ,CAR,1,5,10,21
2025021198,2026-04-02,DAL,WPG,3,0,21,22
2025021198,2026-04-02,WPG,DAL,0,3,22,21
2025021199,2026-04-02,MIN,VAN,5,2,39,33
2025021199,2026-04-02,VAN,MIN,2,5,33,39
2025021200,2026-04-02,CHI,EDM,1,3,18,39
2025021200,2026-04-02,EDM,CHI,3,1,39,18
2025021201,2026-04-02,CGY,VGK,3,6,22,34
2025021201,2026-04-02,VGK,CGY,6,3,34,22
2025021202,2026-04-02,SJS,TOR,4,1,25,20
2025021202,2026-04-02,TOR,SJS,1,4,20,25
2025021203,2026-04-02,SEA,UTA,2,6,27,31
2025021203,2026-04-02,UTA,SEA,6,2,31,27
2025021204,2026-04-02,LAK,NSH,4,4,33,34
2025021204,2026-04-02,NSH,LAK,4,4,34,33
2025021205,2026-04-03,NYI,PHI,1,4,22,21
2025021205,2026-04-03,PHI,NYI,4,1,21,22
2025021206,2026-04-03,ANA,STL,2,6,27,29
2025021206,2026-04-03,STL,ANA,6,2,29,27
2025021207,2026-04-04,DET,NYR,1,4,33,20
2025021207,2026-04-04,NYR,DET,4,1,20,33
2025021208,2026-04-04,MIN,OTT,4,1,23,34
2025021208,2026-04-04,OTT,MIN,1,4,34,23
2025021209,2026-04-04,COL,DAL,2,0,22,17
2025021209,2026-04-04,DAL,COL,0,2,17,22
2025021210,2026-04-04,BOS,TBL,1,3,22,23
2025021210,2026-04-04,TBL,BOS,3,1,23,22
2025021211,2026-04-04,FLA,PIT,4,9,23,31
2025021211,2026-04-04,PIT,FLA,9,4,31,23
2025021212,2026-04-04,MTL,NJD,3,3,29,38
2025021212,2026-04-04,NJD,MTL,3,3,38,29
2025021213,2026-04-04,BUF,WSH,2,6,39,28
2025021213,2026-04-04,WSH,BUF,6,2,28,39
2025021214,2026-04-04,CAR,NYI,4,3,40,16
2025021214,2026-04-04,NYI,CAR,3,4,16,40
2025021215,2026-04-04,CBJ,WPG,1,2,16,26
2025021215,2026-04-04,WPG,CBJ,2,1,26,16
2025021216,2026-04-04,UTA,VAN,7,4,25,23
2025021216,2026-04-04,VAN,UTA,4,7,23,25
2025021217,2026-04-04,LAK,TOR,7,6,40,20
2025021217,2026-04-04,TOR,LAK,6,7,20,40
2025021218,2026-04-04,EDM,VGK,1,5,32,33
2025021218,2026-04-04,VGK,EDM,5,1,33,32
2025021219,2026-04-04,ANA,CGY,3,5,39,20
2025021219,2026-04-04,CGY,ANA,5,3,20,39
2025021220,2026-04-04,NSH,SJS,6,3,34,27
2025021220,2026-04-04,SJS,NSH,3,6,27,34
2025021221,2026-04-04,CHI,SEA,4,2,31,27
2025021221,2026-04-04,SEA,CHI,2,4,27,31
2025021222,2026-04-05,DET,MIN,4,5,24,20
2025021222,2026-04-05,MIN,DET,5,4,20,24
2025021223,2026-04-05,FLA,PIT,2,5,31,23
2025021223,2026-04-05,PIT,FLA,5,2,23,31
2025021224,2026-04-05,BOS,PHI,1,2,19,31
2025021224,2026-04-05,PHI,BOS,2,1,31,19
2025021225,2026-04-05,CAR,OTT,3,6,28,31
2025021225,2026-04-05,OTT,CAR,6,3,31,28
2025021226,2026-04-05,MTL,NJD,0,3,18,20
2025021226,2026-04-05,NJD,MTL,3,0,20,18
2025021227,2026-04-05,NYR,WSH,8,1,33,21
2025021227,2026-04-05,WSH,NYR,1,8,21,33
2025021228,2026-04-05,COL,STL,2,3,28,29
2025021228,2026-04-05,STL,COL,3,2,29,28
2025021229,2026-04-06,BUF,TBL,4,2,30,25
2025021229,2026-04-06,TBL,BUF,2,4,25,30
2025021230,2026-04-06,SEA,WPG,2,6,24,31
2025021230,2026-04-06,WPG,SEA,6,2,31,24
2025021231,2026-04-06,CHI,SJS,2,3,29,23
2025021231,2026-04-06,SJS,CHI,3,2,23,29
2025021232,2026-04-06,LAK,NSH,2,2,28,31
2025021232,2026-04-06,NSH,LAK,2,2,31,28
2025021233,2026-04-07,FLA,MTL,3,3,33,32
2025021233,2026-04-07,MTL,FLA,3,3,32,33
2025021234,2026-04-07,OTT,TBL,6,2,32,30
2025021234,2026-04-07,TBL,OTT,2,6,30,32
2025021235,2026-04-07,CBJ,DET,3,3,35,37
2025021235,2026-04-07,DET,CBJ,3,3,37,35
2025021236,2026-04-07,NJD,PHI,1,5,24,20
2025021236,2026-04-07,PHI,NJD,5,1,20,24
2025021237,2026-04-07,BOS,CAR,5,6,21,41
2025021237,2026-04-07,CAR,BOS,6,5,41,21
2025021238,2026-04-07,COL,STL,3,1,37,19
2025021238,2026-04-07,STL,COL,1,3,19,37
2025021239,2026-04-07,CGY,DAL,3,4,20,25
2025021239,2026-04-07,DAL,CGY,4,3,25,20
2025021240,2026-04-07,MIN,SEA,5,2,29,27
2025021240,2026-04-07,SEA,MIN,2,5,27,29
2025021241,2026-04-07,EDM,UTA,5,6,26,31
2025021241,2026-04-07,UTA,EDM,6,5,31,26
2025021242,2026-04-07,VAN,VGK,1,2,11,29
2025021242,2026-04-07,VGK,VAN,2,1,29,11
2025021243,2026-04-07,ANA,NSH,0,5,43,25
2025021243,2026-04-07,NSH,ANA,5,0,25,43
2025021244,2026-04-08,BUF,NYR,5,3,27,20
2025021244,2026-04-08,NYR,BUF,3,5,20,27
2025021245,2026-04-08,TOR,WSH,0,4,22,20
2025021245,2026-04-08,WSH,TOR,4,0,20,22
2025021246,2026-04-08,EDM,SJS,5,2,26,14
2025021246,2026-04-08,SJS,EDM,2,5,14,26
2025021247,2026-04-09,BUF,CBJ,5,0,24,37
2025021247,2026-04-09,CBJ,BUF,0,5,37,24
2025021248,2026-04-09,MTL,TBL,2,1,21,18
2025021248,2026-04-09,TBL,MTL,1,2,18,21
2025021249,2026-04-09,FLA,OTT,1,5,23,26
2025021249,2026-04-09,OTT,FLA,5,1,26,23
2025021250,2026-04-09,DET,PHI,6,3,22,27
2025021250,2026-04-09,PHI,DET,3,6,27,22
2025021251,2026-04-09,NJD,PIT,2,5,21,30
2025021251,2026-04-09,PIT,NJD,5,2,30,21
2025021252,2026-04-09,NYI,TOR,5,3,44,16
2025021252,2026-04-09,TOR,NYI,3,5,16,44
2025021253,2026-04-09,STL,WPG,2,3,22,34
2025021253,2026-04-09,WPG,STL,3,2,34,22
2025021254,2026-04-09,DAL,MIN,5,4,20,31
2025021254,2026-04-09,MIN,DAL,4,5,31,20
2025021255,2026-04-09,CAR,CHI,7,2,22,25
2025021255,2026-04-09,CHI,CAR,2,7,25,22
2025021256,2026-04-09,CGY,COL,1,3,29,41
2025021256,2026-04-09,COL,CGY,3,1,41,29
2025021257,2026-04-09,NSH,UTA,1,4,30,27
2025021257,2026-04-09,UTA,NSH,4,1,27,30
2025021258,2026-04-09,ANA,SJS,6,1,30,19
2025021258,2026-04-09,SJS,ANA,1,6,19,30
2025021259,2026-04-09,SEA,VGK,3,3,33,35
2025021259,2026-04-09,VGK,SEA,3,3,35,33
2025021260,2026-04-09,LAK,VAN,4,1,26,25
2025021260,2026-04-09,VAN,LAK,1,4,25,26
2025021261,2026-04-11,BOS,TBL,1,2,21,24
2025021261,2026-04-11,TBL,BOS,2,1,24,21
2025021262,2026-04-11,NYI,OTT,0,3,23,16
2025021262,2026-04-11,OTT,NYI,3,0,16,23
2025021263,2026-04-11,PIT,WSH,3,6,11,32
2025021263,2026-04-11,WSH,PIT,6,3,32,11
2025021264,2026-04-11,EDM,LAK,0,1,27,21
2025021264,2026-04-11,LAK,EDM,1,0,21,27
2025021265,2026-04-11,DET,NJD,3,5,28,33
2025021265,2026-04-11,NJD,DET,5,3,33,28
2025021266,2026-04-11,CHI,STL,3,5,34,28
2025021266,2026-04-11,STL,CHI,5,3,28,34
2025021267,2026-04-11,MIN,NSH,1,2,22,22
2025021267,2026-04-11,NSH,MIN,2,1,22,22
2025021268,2026-04-11,DAL,NYR,2,0,19,22
2025021268,2026-04-11,NYR,DAL,0,2,22,19
2025021269,2026-04-11,CAR,UTA,4,1,29,27
2025021269,2026-04-11,UTA,CAR,1,4,27,29
2025021270,2026-04-11,FLA,TOR,6,2,25,19
2025021270,2026-04-11,TOR,FLA,2,6,19,25
2025021271,2026-04-11,CBJ,MTL,5,2,33,22
2025021271,2026-04-11,MTL,CBJ,2,5,22,33
2025021272,2026-04-11,PHI,WPG,7,1,23,28
2025021272,2026-04-11,WPG,PHI,1,7,28,23
2025021273,2026-04-11,CGY,SEA,1,4,27,21
2025021273,2026-04-11,SEA,CGY,4,1,21,27
2025021274,2026-04-11,COL,VGK,2,3,32,29
2025021274,2026-04-11,VGK,COL,3,2,29,32
2025021275,2026-04-11,SJS,VAN,3,3,32,41
2025021275,2026-04-11,VAN,SJS,3,3,41,32
2025021276,2026-04-12,PIT,WSH,0,3,24,27
2025021276,2026-04-12,WSH,PIT,3,0,27,24
2025021277,2026-04-12,MTL,NYI,4,1,22,33
2025021277,2026-04-12,NYI,MTL,1,4,33,22
2025021278,2026-04-12,BOS,CBJ,3,2,22,35
2025021278,2026-04-12,CBJ,BOS,2,3,35,22
2025021279,2026-04-12,NJD,OTT,4,3,30,30
2025021279,2026-04-12,OTT,NJD,3,4,30,30
2025021280,2026-04-12,ANA,VAN,3,4,27,26
2025021280,2026-04-12,VAN,ANA,4,3,26,27
2025021281,2026-04-12,CGY,UTA,4,1,23,29
2025021281,2026-04-12,UTA,CGY,1,4,29,23
2025021282,2026-04-13,DET,TBL,3,4,30,22
2025021282,2026-04-13,TBL,DET,4,3,22,30
2025021283,2026-04-13,FLA,NYR,3,2,16,27
2025021283,2026-04-13,NYR,FLA,2,3,27,16
2025021284,2026-04-13,CAR,PHI,2,2,26,23
2025021284,2026-04-13,PHI,CAR,2,2,23,26
2025021285,2026-04-13,DAL,TOR,6,5,32,27
2025021285,2026-04-13,TOR,DAL,5,6,27,32
2025021286,2026-04-13,MIN,STL,3,6,31,22
2025021286,2026-04-13,STL,MIN,6,3,22,31
2025021287,2026-04-13,NSH,SJS,2,3,28,23
2025021287,2026-04-13,SJS,NSH,3,2,23,28
2025021288,2026-04-13,BUF,CHI,5,1,26,16
2025021288,2026-04-13,CHI,BUF,1,5,16,26
2025021289,2026-04-13,COL,EDM,1,1,32,31
2025021289,2026-04-13,EDM,COL,1,1,31,32
2025021290,2026-04-13,VGK,WPG,6,2,38,23
2025021290,2026-04-13,WPG,VGK,2,6,23,38
2025021291,2026-04-13,LAK,SEA,5,3,30,33
2025021291,2026-04-13,SEA,LAK,3,5,33,30
2025021292,2026-04-14,BOS,NJD,4,0,26,21
2025021292,2026-04-14,NJD,BOS,0,4,21,26
2025021293,2026-04-14,CAR,NYI,2,1,21,30
2025021293,2026-04-14,NYI,CAR,1,2,30,21
2025021294,2026-04-14,MTL,PHI,2,4,29,25
2025021294,2026-04-14,PHI,MTL,4,2,25,29
2025021295,2026-04-14,CBJ,WSH,1,2,28,21
2025021295,2026-04-14,WSH,CBJ,2,1,21,28
2025021296,2026-04-14,ANA,MIN,2,3,37,20
2025021296,2026-04-14,MIN,ANA,3,2,20,37
2025021297,2026-04-14,UTA,WPG,5,3,36,24
2025021297,2026-04-14,WPG,UTA,3,5,24,36
2025021298,2026-04-14,CGY,COL,1,3,31,38
2025021298,2026-04-14,COL,CGY,3,1,38,31
2025021299,2026-04-14,PIT,STL,5,7,23,31
2025021299,2026-04-14,STL,PIT,7,5,31,23
2025021300,2026-04-14,LAK,VAN,3,4,34,25
2025021300,2026-04-14,VAN,LAK,4,3,25,34
2025021301,2026-04-15,BUF,DAL,3,3,24,28
2025021301,2026-04-15,DAL,BUF,3,3,28,24
2025021302,2026-04-15,NYR,TBL,4,2,21,31
2025021302,2026-04-15,TBL,NYR,2,4,31,21
2025021303,2026-04-15,DET,FLA,1,8,26,28
2025021303,2026-04-15,FLA,DET,8,1,28,26
2025021304,2026-04-15,OTT,TOR,3,1,38,20
2025021304,2026-04-15,TOR,OTT,1,3,20,38
2025021305,2026-04-15,CHI,SJS,5,2,24,17
2025021305,2026-04-15,SJS,CHI,2,5,17,24
2025021306,2026-04-15,SEA,VGK,1,4,23,26
2025021306,2026-04-15,VGK,SEA,4,1,26,23
2025021307,2026-04-16,ANA,NSH,5,4,40,21
2025021307,2026-04-16,NSH,ANA,4,5,21,40
2025021308,2026-04-16,SJS,WPG,6,1,33,27
2025021308,2026-04-16,WPG,SJS,1,6,27,33
2025021309,2026-04-16,STL,UTA,5,3,29,23
2025021309,2026-04-16,UTA,STL,3,5,23,29
2025021310,2026-04-16,CGY,LAK,3,1,20,28
2025021310,2026-04-16,LAK,CGY,1,3,28,20
2025021311,2026-04-16,EDM,VAN,6,1,35,12
2025021311,2026-04-16,VAN,EDM,1,6,12,35
2025021312,2026-04-16,COL,SEA,2,0,35,22
2025021312,2026-04-16,SEA,COL,0,2,22,35
2025030131,2026-04-18,CAR,OTT,2,0,29,22
2025030131,2026-04-18,OTT,CAR,0,2,22,29
2025030141,2026-04-18,PHI,PIT,3,2,20,17
2025030141,2026-04-18,PIT,PHI,2,3,17,20
2025030161,2026-04-18,DAL,MIN,1,6,28,29
2025030161,2026-04-18,MIN,DAL,6,1,29,28
2025030111,2026-04-19,BOS,BUF,3,4,20,38
2025030111,2026-04-19,BUF,BOS,4,3,38,20
2025030121,2026-04-19,MTL,TBL,4,3,19,23
2025030121,2026-04-19,TBL,MTL,3,4,23,19
2025030151,2026-04-19,COL,LAK,2,1,30,25
2025030151,2026-04-19,LAK,COL,1,2,25,30
2025030171,2026-04-19,UTA,VGK,2,1,22,19
2025030171,2026-04-19,VGK,UTA,1,2,19,22
