WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
3,Adelaide,Adelaide International,1/14/2026,WTA500,Outdoor,Hard,2nd Round,3,Birrell K.,Vondrousova M.,107,34,726,1386,,,,,,,,,Walkover,4.33,1.22,,,4.4,1.22,4.22,1.21,4.7,1.25
3,Adelaide,Adelaide International,1/14/2026,WTA500,Outdoor,Hard,2nd Round,3,Cristian J.,Kasatkina D.,37,48,1324,1168,6,4,6,0,,,2,0,Completed,2,1.8,,,2.17,1.8,2.09,1.71,2.3,1.75
3,Adelaide,Adelaide International,1/14/2026,WTA500,Outdoor,Hard,2nd Round,3,Keys M.,Valentova T.,9,60,4003,1036,6,4,6,1,,,2,0,Completed,1.67,2.2,,,1.67,2.3,1.64,2.21,1.67,2.44
3,Adelaide,Adelaide International,1/14/2026,WTA500,Outdoor,Hard,2nd Round,3,Shnaider D.,Siniakova K.,23,46,1818,1172,6,1,2,6,7,5,2,1,Completed,1.57,2.38,,,1.61,2.5,1.58,2.34,1.64,2.5
3,Adelaide,Adelaide International,1/14/2026,WTA500,Outdoor,Hard,2nd Round,3,Navarro E.,Putintseva Y.,15,105,2467,741,6,1,6,4,,,2,0,Completed,1.57,2.38,,,1.6,3,1.55,2.41,1.66,2.48
3,Adelaide,Adelaide International,1/14/2026,WTA500,Outdoor,Hard,2nd Round,3,Joint M.,Tomljanovic A.,32,76,1490,851,0,2,,,,,0,0,Retired,1.8,2,,,1.87,2.07,1.83,1.94,1.94,2.04
3,Adelaide,Adelaide International,1/15/2026,WTA500,Outdoor,Hard,Quarterfinals,3,Birrell K.,Cristian J.,107,37,726,1324,5,7,6,1,7,5,2,1,Completed,2.5,1.53,,,2.6,1.57,2.45,1.54,2.58,1.6
3,Adelaide,Adelaide International,1/15/2026,WTA500,Outdoor,Hard,Quarterfinals,3,Mboko V.,Keys M.,17,9,2157,4003,6,4,4,6,6,2,2,1,Completed,2.38,1.57,,,2.43,1.65,2.35,1.57,2.58,1.62
3,Adelaide,Adelaide International,1/15/2026,WTA500,Outdoor,Hard,Quarterfinals,3,Shnaider D.,Navarro E.,23,15,1818,2467,6,3,6,3,,,2,0,Completed,1.8,2,,,1.8,2.1,1.75,2.03,1.86,2.14
3,Adelaide,Adelaide International,1/15/2026,WTA500,Outdoor,Hard,Quarterfinals,3,Andreeva M.,Joint M.,8,32,4232,1490,6,2,6,0,,,2,0,Completed,1.17,5,,,1.19,6,1.17,4.89,1.2,5.7
3,Adelaide,Adelaide International,1/16/2026,WTA500,Outdoor,Hard,Semifinals,3,Mboko V.,Birrell K.,17,107,2157,726,6,2,6,1,,,2,0,Completed,1.17,5,,,1.22,5,1.19,4.54,1.24,5
3,Adelaide,Adelaide International,1/16/2026,WTA500,Outdoor,Hard,Semifinals,3,Andreeva M.,Shnaider D.,8,23,4232,1818,6,3,6,2,,,2,0,Completed,1.44,2.75,,,1.46,2.8,1.44,2.74,1.52,2.92
3,Adelaide,Adelaide International,1/17/2026,WTA500,Outdoor,Hard,The Final,3,Andreeva M.,Mboko V.,8,17,4232,2157,6,3,6,1,,,2,0,Completed,1.5,2.63,,,1.55,2.63,1.52,2.5,1.6,2.6
4,Hobart,Hobart International,1/12/2026,WTA250,Outdoor,Hard,1st Round,3,Zarazua R.,Baptiste H.,84,66,832,979,6,7,6,3,6,3,2,1,Completed,1.8,2,1.85,2.05,1.81,2.1,1.78,2,1.92,2.06
4,Hobart,Hobart International,1/12/2026,WTA250,Outdoor,Hard,1st Round,3,Preston T.,Bouzas Maneiro J.,204,40,354,1262,6,4,7,6,,,2,0,Completed,4.33,1.22,3.98,1.29,4.33,1.29,3.82,1.25,4.1,1.3
4,Hobart,Hobart International,1/12/2026,WTA250,Outdoor,Hard,1st Round,3,Li A.,Volynets K.,38,94,1316,783,4,6,7,5,6,2,2,1,Completed,2,1.8,2.05,1.85,2,1.84,1.96,1.81,2.1,1.87
4,Hobart,Hobart International,1/12/2026,WTA250,Outdoor,Hard,1st Round,3,Cocciaretto E.,Shimizu A.,80,425,849,137,6,3,6,4,,,2,0,Completed,1.11,6.5,1.12,7.37,1.11,7.5,1.09,6.88,1.12,8.4
4,Hobart,Hobart International,1/12/2026,WTA250,Outdoor,Hard,1st Round,3,Sierra S.,McNally C.,64,83,1001,836,1,6,6,4,6,1,2,1,Completed,3,1.4,3.11,1.41,3.5,1.4,3.02,1.38,3.25,1.42
4,Hobart,Hobart International,1/12/2026,WTA250,Outdoor,Hard,1st Round,3,Danilovic O.,Kessler M.,68,36,957,1335,4,6,6,4,6,4,2,1,Completed,3.4,1.33,3.42,1.36,3.4,1.42,3.19,1.35,3.55,1.37
4,Hobart,Hobart International,1/12/2026,WTA250,Outdoor,Hard,1st Round,3,Ruzic A.,Arango E.,71,50,925,1149,7,5,6,1,,,2,0,Completed,1.44,2.75,1.5,2.76,1.5,2.88,1.46,2.69,1.54,2.8
4,Hobart,Hobart International,1/13/2026,WTA250,Outdoor,Hard,1st Round,3,Bondar A.,Seidel E.,75,78,877,850,6,0,6,1,,,2,0,Completed,1.8,2,1.84,2.04,1.85,2,1.81,1.96,1.92,2.04
4,Hobart,Hobart International,1/13/2026,WTA250,Outdoor,Hard,1st Round,3,Sramkova R.,Gracheva V.,72,74,914,887,6,4,4,6,6,2,2,1,Completed,1.73,2.1,1.76,2.16,1.75,2.12,1.72,2.09,1.79,2.18
4,Hobart,Hobart International,1/13/2026,WTA250,Outdoor,Hard,1st Round,3,Stearns P.,Krejcikova B.,67,55,958,1080,6,4,1,6,7,6,2,1,Completed,3.2,1.36,3.15,1.4,3.4,1.44,3.05,1.37,3.35,1.4
4,Hobart,Hobart International,1/13/2026,WTA250,Outdoor,Hard,1st Round,3,Jovic I.,Tjen J.,30,56,1520,1075,6,0,6,1,,,2,0,Completed,1.57,2.38,1.63,2.41,1.65,2.43,1.57,2.35,1.66,2.44
4,Hobart,Hobart International,1/13/2026,WTA250,Outdoor,Hard,1st Round,3,Frech M.,Jacquemot E.,57,58,1073,1070,6,4,6,0,,,2,0,Completed,1.5,2.63,1.51,2.72,1.57,2.63,1.49,2.58,1.56,2.72
4,Hobart,Hobart International,1/13/2026,WTA250,Outdoor,Hard,1st Round,3,Maria T.,Williams V.,42,576,1229,81,6,4,6,3,,,2,0,Completed,1.53,2.5,1.61,2.46,1.53,2.75,1.5,2.56,1.6,2.6
4,Hobart,Hobart International,1/13/2026,WTA250,Outdoor,Hard,1st Round,3,Wang Xin.,Gibson T.,43,119,1194,634,6,2,6,3,,,2,0,Completed,1.57,2.38,1.58,2.51,1.6,2.43,1.57,2.33,1.68,2.42
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,1st Round,3,Linette M.,Selekhmeteva O.,53,98,1113,766,6,3,1,6,6,1,2,1,Completed,1.91,1.91,1.89,2,2,2.1,1.9,1.87,2.04,1.92
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,1st Round,3,Raducanu E.,Osorio M.,29,82,1563,840,6,3,7,6,,,2,0,Completed,1.3,3.5,1.35,3.44,1.33,3.5,1.3,3.41,1.31,4.1
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,2nd Round,3,Cocciaretto E.,Li A.,80,38,849,1316,1,6,7,5,7,5,2,1,Completed,2.2,1.67,,,2.25,1.68,2.19,1.66,2.36,1.71
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,2nd Round,3,Preston T.,Sramkova R.,204,72,354,914,6,4,6,1,,,2,0,Completed,2.75,1.44,,,2.9,1.5,2.81,1.42,3,1.47
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,2nd Round,3,Jovic I.,Zarazua R.,30,84,1520,832,6,1,6,2,,,2,0,Completed,1.3,3.5,,,1.34,3.55,1.31,3.35,1.36,3.6
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,2nd Round,3,Bondar A.,Maria T.,75,42,877,1229,7,6,7,5,,,2,0,Completed,1.36,3.2,,,1.4,3.5,1.35,3.16,1.32,4
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,2nd Round,3,Ruzic A.,Sierra S.,71,64,925,1001,7,5,6,4,,,2,0,Completed,1.44,2.75,,,1.53,2.75,1.49,2.58,1.53,2.84
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,2nd Round,3,Linette M.,Wang Xin.,53,43,1113,1194,6,1,7,5,,,2,0,Completed,2.2,1.67,,,2.35,1.67,2.25,1.62,,
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,2nd Round,3,Danilovic O.,Stearns P.,68,67,957,958,7,6,6,1,,,2,0,Completed,1.67,2.2,,,1.8,2.2,1.69,2.14,1.76,2.26
4,Hobart,Hobart International,1/14/2026,WTA250,Outdoor,Hard,2nd Round,3,Raducanu E.,Frech M.,29,57,1563,1073,,,,,,,,,Walkover,1.3,3.5,,,1.34,3.5,1.32,3.3,1.37,1.02
4,Hobart,Hobart International,1/15/2026,WTA250,Outdoor,Hard,Quarterfinals,3,Cocciaretto E.,Bondar A.,80,75,849,877,6,2,6,2,,,2,0,Completed,2.2,1.67,,,2.2,1.8,2.11,1.71,2.04,1.96
4,Hobart,Hobart International,1/15/2026,WTA250,Outdoor,Hard,Quarterfinals,3,Preston T.,Raducanu E.,204,29,354,1563,6,2,6,4,,,2,0,Completed,3.5,1.3,,,4,1.3,3.63,1.28,4.5,1.26
4,Hobart,Hobart International,1/15/2026,WTA250,Outdoor,Hard,Quarterfinals,3,Ruzic A.,Danilovic O.,71,68,925,957,6,3,6,3,,,2,0,Completed,2.38,1.57,,,3.25,1.65,2.4,1.57,2.34,1.74
4,Hobart,Hobart International,1/15/2026,WTA250,Outdoor,Hard,Quarterfinals,3,Jovic I.,Linette M.,30,53,1520,1113,6,3,6,7,6,2,2,1,Completed,1.25,4,,,1.3,4.25,1.26,3.81,1.28,4.4
4,Hobart,Hobart International,1/16/2026,WTA250,Outdoor,Hard,Semifinals,3,Cocciaretto E.,Ruzic A.,80,71,849,925,6,3,6,2,,,2,0,Completed,1.91,1.91,,,1.94,2,1.89,1.89,1.96,2
4,Hobart,Hobart International,1/16/2026,WTA250,Outdoor,Hard,Semifinals,3,Jovic I.,Preston T.,30,204,1520,354,4,6,6,4,6,1,2,1,Completed,1.25,4,,,1.26,4.5,1.22,4.17,1.23,5.1
4,Hobart,Hobart International,1/17/2026,WTA250,Outdoor,Hard,The Final,3,Cocciaretto E.,Jovic I.,80,30,849,1520,6,4,6,4,,,2,0,Completed,3.5,1.3,,,3.75,1.33,3.41,1.31,3.9,1.33
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Putintseva Y.,Haddad Maia B.,94,61,799,1052,3,6,7,5,6,3,2,1,Completed,1.73,2.1,,,1.73,2.15,1.72,2.1,1.79,2.24
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Ruse E.G.,Yastremska D.,79,28,872,1610,6,4,7,5,,,2,0,Completed,2.1,1.73,,,2.15,1.75,2.09,1.72,2.3,1.75
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Gibson T.,Blinkova A.,119,64,634,1016,6,1,6,3,,,2,0,Completed,1.8,2,,,1.83,2.1,1.78,2.02,1.87,2.12
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Paolini J.,Sasnovich A.,8,104,4267,755,6,1,6,2,,,2,0,Completed,1.33,3.4,,,1.4,3.4,1.35,3.11,1.4,3.4
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Sakkari M.,Jeanjean L.,53,103,1133,760,6,4,6,2,,,2,0,Completed,1.17,5,,,1.24,5.25,1.21,4.34,1.24,5
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,McNally C.,Sakatsume H.,85,140,836,514,6,3,6,1,,,2,0,Completed,1.4,3,,,1.55,3,1.45,2.67,1.51,2.94
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Jacquemot E.,Kostyuk M.,60,20,1070,1983,6,7,7,6,7,6,2,1,Completed,8,1.08,,,9,1.09,7.83,1.07,10,1.1
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Svitolina E.,Bucsa C.,12,52,2856,1134,6,4,6,1,,,2,0,Completed,1.17,5,,,1.21,5.25,1.18,4.63,1.2,5.8
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Baptiste H.,Townsend T.,70,116,979,652,6,3,6,7,6,3,2,1,Completed,2.38,1.57,,,3.25,1.58,2.76,1.45,3.25,1.37
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Sonmez Z.,Alexandrova E.,112,11,694,3375,7,5,4,6,6,4,2,1,Completed,4,1.25,,,4,1.33,3.67,1.28,4.7,1.26
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Kudermetova P.,Maristany G.,150,185,490,386,6,2,6,3,,,2,0,Completed,,,,,1.33,4.2,1.25,3.82,1.29,4.3
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Sabalenka A.,Rakotomanga Rajaonah T.,1,118,10990,640,6,4,6,1,,,2,0,Completed,-,34,,,1.01,51,1.01,27.5,1.01,120
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Potapova A.,Lamens S.,55,97,1106,780,3,6,7,5,6,2,2,1,Completed,1.4,3,,,1.43,3,1.41,2.83,1.42,3.3
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Bai Z.,Pavlyuchenkova A.,702,47,55,1185,6,4,2,6,7,6,2,1,Completed,2.3,1.62,,,2.5,1.67,2.3,1.6,2.46,1.67
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Danilovic O.,Williams V.,69,578,981,82,6,7,6,3,6,4,2,1,Completed,1.14,5.5,,,1.17,5.75,1.15,5.28,1.15,7.2
5,Melbourne,Australian Open,1/18/2026,Grand Slam,Outdoor,Hard,1st Round,3,Raducanu E.,Sawangkaew M.,29,197,1607,366,6,4,6,1,,,2,0,Completed,1.2,4.5,,,1.25,4.6,1.21,4.28,1.25,4.7
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Stearns P.,Kenin S.,68,30,987,1567,6,3,6,2,,,2,0,Completed,2.2,1.67,,,2.21,1.7,2.17,1.67,2.3,1.75
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Frech M.,Erjavec V.,57,102,1093,765,6,1,6,1,,,2,0,Completed,1.22,4.33,,,1.27,4.33,1.24,3.96,1.28,4.4
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Kessler M.,Arango E.,37,51,1335,1149,6,3,6,2,,,2,0,Completed,1.17,5,,,1.19,5.25,1.17,4.83,1.19,6
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Linette M.,Navarro E.,50,15,1157,2515,3,6,6,3,6,3,2,1,Completed,3.2,1.36,,,3.25,1.36,3.19,1.34,3.25,1.43
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Hunter S.,Bouzas Maneiro J.,367,40,169,1262,6,4,6,4,,,2,0,Completed,2.75,1.44,,,2.8,1.47,2.74,1.43,2.82,1.53
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Marcinko P.,Maria T.,81,42,854,1232,6,3,7,5,,,2,0,Completed,1.4,3,,,1.43,3.5,1.4,2.92,1.47,3.1
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Li A.,Osorio M.,38,84,1316,840,6,4,6,7,7,5,2,1,Completed,1.62,2.3,,,1.68,2.3,1.63,2.25,1.68,2.42
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Bondar A.,Mandlik E.,74,182,913,387,6,0,6,4,,,2,0,Completed,1.29,3.75,,,1.3,3.8,1.29,3.53,1.34,3.85
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Gauff C.,Rakhimova K.,3,93,6423,802,6,2,6,3,,,2,0,Completed,1.04,13,,,1.06,13,1.04,10.41,1.06,16.5
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Hon P.,Stakusic M.,121,127,620,565,1,6,6,4,5,3,1,1,Retired,2.38,1.57,,,2.75,1.62,2.38,1.56,2.38,1.7
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Klimovicova L.,Jones F.,134,71,538,951,6,2,3,2,,,1,0,Retired,1.62,2.3,,,1.73,2.3,1.65,2.21,1.68,2.44
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Pegula J.,Zakharova A.,6,105,5453,742,6,2,6,1,,,2,0,Completed,1.07,9,,,1.08,9.5,1.06,8.53,1.07,13.5
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Tauson C.,Galfi D.,14,91,2530,805,6,3,6,3,,,2,0,Completed,1.44,2.75,,,1.47,2.85,1.44,2.73,1.49,3
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Parks A.,Eala A.,99,49,770,1159,0,6,6,3,6,2,2,1,Completed,3.75,1.29,,,4.33,1.3,3.89,1.25,4.8,1.25
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Muchova K.,Cristian J.,19,35,2083,1427,6,3,7,6,,,2,0,Completed,1.17,5,,,1.22,5,1.19,4.56,1.22,5.3
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Anisimova A.,Waltert S.,4,87,6320,824,6,3,6,2,,,2,0,Completed,1.03,15,,,1.04,15,1.03,11.56,1.05,18
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Selekhmeteva O.,Seidel E.,101,82,769,850,6,3,3,6,6,0,2,1,Completed,1.73,2.1,,,1.76,2.12,1.72,2.08,1.81,2.18
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Jovic I.,Volynets K.,27,96,1671,783,6,2,6,3,,,2,0,Completed,1.33,3.4,,,1.36,3.8,1.34,3.21,1.41,3.4
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Mboko V.,Jones E.,16,153,2447,464,6,4,6,1,,,2,0,Completed,1.22,4.33,,,1.24,4.4,1.22,4.11,1.25,4.8
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Noskova L.,Semenistaja D.,13,98,2641,779,6,3,6,0,,,2,0,Completed,1.13,6,,,1.18,6.5,1.13,5.74,1.15,7.2
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Tomljanovic A.,Starodubtseva Y.,78,110,881,701,4,6,7,6,6,1,2,1,Completed,1.73,2.1,,,1.75,2.15,1.72,2.09,1.8,2.22
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Badosa P.,Diyas Z.,26,290,1676,232,6,2,6,4,,,2,0,Completed,1.02,17,,,1.03,21,1.02,13.73,1.06,14.5
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Bouzkova M.,Zarazua R.,44,80,1225,855,6,2,7,5,,,2,0,Completed,1.29,3.75,,,1.3,3.8,1.28,3.58,1.32,4
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Shnaider D.,Krejcikova B.,22,58,1953,1081,2,6,6,3,6,3,2,1,Completed,1.53,2.5,,,1.6,2.5,1.56,2.39,1.6,2.6
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Andreeva M.,Vekic D.,7,72,4731,935,4,6,6,3,6,0,2,1,Completed,1.11,6.5,,,1.13,6.75,1.12,6.04,1.15,7.4
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Swiatek I.,Yuan Y.,2,130,8328,552,7,6,6,3,,,2,0,Completed,1.01,26,,,1.03,26,1.02,16.97,1.02,36
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Uchijima M.,Sierra S.,88,63,822,1018,6,3,6,1,,,2,0,Completed,2.75,1.44,,,2.85,1.57,2.66,1.46,3,1.49
5,Melbourne,Australian Open,1/19/2026,Grand Slam,Outdoor,Hard,1st Round,3,Mertens E.,Tararudee L.,21,131,1956,549,7,5,6,1,,,2,0,Completed,1.25,4,,,1.25,4.2,1.24,3.96,1.3,4.2
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Siniakova K.,Udvardy P.,45,90,1215,819,6,1,6,2,,,2,0,Completed,1.1,7,,,1.13,7,1.11,6.37,1.13,7.6
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Tjen J.,Fernandez L.A.,59,23,1075,1821,6,2,7,6,,,2,0,Completed,3.4,1.33,,,3.45,1.44,3.25,1.34,3.6,1.37
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Preston T.,Zhang S.,161,75,443,899,6,3,2,6,6,3,2,1,Completed,2.5,1.53,,,2.63,1.57,2.55,1.5,3,1.48
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Gracheva V.,Golubic V.,77,83,887,841,6,1,2,6,6,1,2,1,Completed,1.91,1.91,,,1.93,1.91,1.89,1.88,2.06,1.91
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Krueger A.,Bejlek S.,62,89,1026,821,6,3,6,3,,,2,0,Completed,1.67,2.2,,,1.83,2.25,1.68,2.15,1.78,2.26
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Valentova T.,Joint M.,54,31,1121,1549,6,4,6,4,,,2,0,Completed,1.4,3,,,1.44,3.05,1.41,2.85,1.42,3.3
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Keys M.,Oliynykova O.,9,92,4111,804,7,6,6,1,,,2,0,Completed,1.02,17,,,1.05,17,1.03,12.04,1.06,16
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Wang Xin.,Kalinina A.,46,179,1197,393,6,3,6,3,,,2,0,Completed,1.67,2.2,,,1.73,2.25,1.67,2.17,1.73,2.3
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Grabher J.,Cocciaretto E.,95,56,799,1099,7,5,2,6,6,4,2,1,Completed,4,1.25,,,5,1.26,4.03,1.23,4.5,1.27
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Ka.,Stephens S.,1057,1102,16,14,7,6,6,2,,,2,0,Completed,3,1.4,,,3,1.48,2.88,1.41,3.3,1.42
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Fruhvirtova L.,Sun L.,132,86,548,825,6,3,7,5,,,2,0,Completed,2.1,1.73,,,2.2,1.73,2.12,1.7,2.2,1.8
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Kalinskaya A.,Kartal S.,33,66,1511,1004,7,6,6,1,,,2,0,Completed,1.53,2.5,,,1.57,2.55,1.53,2.47,1.58,2.68
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Rybakina E.,Juvan K.,5,100,5850,770,6,4,6,3,,,2,0,Completed,1.03,15,,,1.04,15,1.03,12.08,1.04,17.5
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Cirstea S.,Lys E.,41,39,1249,1303,3,6,6,4,6,3,2,1,Completed,1.91,1.91,,,2,2,1.87,1.91,1.93,2.02
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Ostapenko J.,Sramkova R.,24,73,1741,914,6,4,6,4,,,2,0,Completed,1.91,1.91,,,2.15,1.91,1.93,1.85,2.16,1.84
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Siegemund L.,Samsonova L.,48,18,1171,2122,0,6,7,5,6,4,2,1,Completed,4.33,1.22,,,5.5,1.27,4.17,1.22,4.3,1.28
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Bencic B.,Boulter K.,10,113,3512,684,6,0,7,5,,,2,0,Completed,1.13,6,,,1.15,7.5,1.13,5.92,1.14,7.4
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Osaka N.,Ruzic A.,17,65,2366,1008,6,3,3,6,6,4,2,1,Completed,1.22,4.33,,,1.25,4.33,1.23,4.08,1.26,4.8
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Inglis M.,Birrell K.,168,76,418,892,7,6,6,7,6,4,2,1,Completed,3,1.4,,,3.1,1.42,2.94,1.39,3.25,1.42
5,Melbourne,Australian Open,1/20/2026,Grand Slam,Outdoor,Hard,1st Round,3,Bartunkova N.,Kasatkina D.,126,43,582,1227,7,6,0,6,6,3,2,1,Completed,2.75,1.44,,,2.88,1.45,2.78,1.43,2.8,1.55
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Shnaider D.,Gibson T.,22,119,1953,634,3,6,7,5,6,3,2,1,Completed,1.25,4,,,1.26,5,1.23,4.18,1.28,4.5
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Sonmez Z.,Bondar A.,112,74,694,913,6,2,6,4,,,2,0,Completed,1.62,2.3,,,1.72,2.3,1.66,2.19,1.72,2.36
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Svitolina E.,Klimovicova L.,12,134,2856,538,7,5,6,1,,,2,0,Completed,1.1,7,,,1.14,7,1.11,6.52,1.12,9
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Sabalenka A.,Bai Z.,1,702,10990,55,6,3,6,1,,,2,0,Completed,1.01,29,,,1.02,34,1.01,22.65,1.01,50
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Putintseva Y.,Jacquemot E.,94,60,799,1070,6,1,6,2,,,2,0,Completed,1.36,3.2,,,1.42,3.2,1.38,3,1.4,3.4
5,Melbourne,Australian Open,1/21/2026,Grand Slam,Outdoor,Hard,2nd Round,3,Baptiste H.,Hunter S.,70,367,979,169,6,2,6,1,,,2,0,Completed,1.62,2.3,,,1.65,2.38,1.61,2.27,1.76,2.28
