Season,player_id,player_name,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
2025-26,1630581,Josh Giddey,1610612741,CHI,22500672,2026-01-28,CHI @ IND,L,0.0,3,8,0,3,4,4,2,2,4,7,1,0,3,2,10,-1
2025-26,1630581,Josh Giddey,1610612741,CHI,22500797,2026-02-19,CHI vs. TOR,L,0.0,1,7,0,2,3,4,1,3,4,5,2,1,4,3,5,-22
2025-26,1630583,Santi Aldama,1610612763,MEM,22500085,2025-10-22,MEM vs. NOP,W,0.0,2,7,0,3,1,3,1,5,6,2,1,2,2,5,5,9
2025-26,1630583,Santi Aldama,1610612763,MEM,22500094,2025-10-24,MEM vs. MIA,L,0.0,6,9,1,2,0,1,3,5,8,0,1,0,1,0,13,-12
2025-26,1630583,Santi Aldama,1610612763,MEM,22500103,2025-10-25,MEM vs. IND,W,0.0,4,9,1,3,0,0,3,5,8,1,0,2,0,1,9,13
2025-26,1630583,Santi Aldama,1610612763,MEM,22500121,2025-10-27,MEM @ GSW,L,0.0,6,13,2,6,0,2,1,5,6,4,3,0,2,1,14,2
2025-26,1630583,Santi Aldama,1610612763,MEM,22500137,2025-10-29,MEM @ PHX,W,0.0,6,12,2,5,0,0,2,8,10,5,3,0,1,1,14,8
2025-26,1630583,Santi Aldama,1610612763,MEM,22500024,2025-10-31,MEM vs. LAL,L,0.0,3,12,1,5,0,0,4,6,10,4,1,0,2,2,7,-9
2025-26,1630583,Santi Aldama,1610612763,MEM,22500152,2025-11-02,MEM @ TOR,L,0.0,5,14,2,7,3,4,1,3,4,2,0,0,0,1,15,-6
2025-26,1630583,Santi Aldama,1610612763,MEM,22500161,2025-11-03,MEM vs. DET,L,0.0,5,9,1,3,0,0,2,3,5,1,0,0,3,1,11,-14
2025-26,1630583,Santi Aldama,1610612763,MEM,22500176,2025-11-05,MEM vs. HOU,L,0.0,5,12,1,5,5,6,1,3,4,1,2,1,0,0,16,-7
2025-26,1630583,Santi Aldama,1610612763,MEM,22500034,2025-11-07,MEM vs. DAL,W,0.0,5,12,3,7,3,4,0,2,2,2,0,0,2,2,16,-7
2025-26,1630583,Santi Aldama,1610612763,MEM,22500194,2025-11-09,MEM vs. OKC,L,0.0,5,10,1,4,1,1,1,8,9,4,1,2,4,3,12,-12
2025-26,1630583,Santi Aldama,1610612763,MEM,22500208,2025-11-11,MEM @ NYK,L,0.0,8,10,1,3,2,4,0,7,7,3,0,0,0,2,19,-11
2025-26,1630583,Santi Aldama,1610612763,MEM,22500216,2025-11-12,MEM @ BOS,L,0.0,4,11,2,7,4,6,2,4,6,4,2,1,1,0,14,4
2025-26,1630583,Santi Aldama,1610612763,MEM,22500228,2025-11-15,MEM @ CLE,L,0.0,5,9,2,4,0,2,1,10,11,2,1,0,0,3,12,-13
2025-26,1630583,Santi Aldama,1610612763,MEM,22500252,2025-11-18,MEM @ SAS,L,0.0,4,10,0,2,2,2,2,4,6,2,1,1,1,0,10,-2
2025-26,1630583,Santi Aldama,1610612763,MEM,22500265,2025-11-20,MEM vs. SAC,W,0.0,11,18,5,11,2,3,0,5,5,3,0,2,1,0,29,28
2025-26,1630583,Santi Aldama,1610612763,MEM,22500273,2025-11-22,MEM @ DAL,W,0.0,9,17,2,5,0,0,2,6,8,4,1,1,0,1,20,10
2025-26,1630583,Santi Aldama,1610612763,MEM,22500287,2025-11-24,MEM vs. DEN,L,0.0,5,16,0,5,2,2,3,3,6,6,2,2,1,1,12,2
2025-26,1630583,Santi Aldama,1610612763,MEM,22500065,2025-11-26,MEM @ NOP,W,0.0,5,9,2,3,2,2,0,5,5,4,0,1,0,0,14,-21
2025-26,1630583,Santi Aldama,1610612763,MEM,22500079,2025-11-28,MEM @ LAC,W,0.0,4,7,2,2,3,4,1,6,7,5,0,0,0,1,13,5
2025-26,1630583,Santi Aldama,1610612763,MEM,22500307,2025-11-30,MEM @ SAC,W,0.0,2,5,0,1,3,3,1,5,6,4,1,1,2,1,7,-20
2025-26,1630583,Santi Aldama,1610612763,MEM,22500322,2025-12-02,MEM @ SAS,L,0.0,1,5,0,1,2,2,1,2,3,5,0,1,0,3,4,-18
2025-26,1630583,Santi Aldama,1610612763,MEM,22500347,2025-12-05,MEM vs. LAC,W,0.0,3,9,0,3,1,2,0,6,6,4,1,0,3,2,7,7
2025-26,1630583,Santi Aldama,1610612763,MEM,22500360,2025-12-07,MEM vs. POR,W,0.0,7,11,3,6,5,7,1,6,7,1,2,0,0,1,22,34
2025-26,1630583,Santi Aldama,1610612763,MEM,22501213,2025-12-12,MEM vs. UTA,L,0.0,8,15,4,8,2,4,1,6,7,2,1,1,0,3,22,-2
2025-26,1630583,Santi Aldama,1610612763,MEM,22501226,2025-12-15,MEM @ LAC,W,0.0,1,5,0,4,1,2,1,1,2,2,1,0,1,1,3,6
2025-26,1630583,Santi Aldama,1610612763,MEM,22500368,2025-12-17,MEM @ MIN,W,0.0,4,8,0,2,0,0,3,8,11,3,0,0,3,4,8,-5
2025-26,1630583,Santi Aldama,1610612763,MEM,22500391,2025-12-20,MEM vs. WAS,L,0.0,15,23,5,9,2,3,6,4,10,2,1,1,2,2,37,-1
2025-26,1630583,Santi Aldama,1610612763,MEM,22500406,2025-12-22,MEM @ OKC,L,0.0,4,13,1,5,0,0,1,6,7,1,0,0,2,1,9,-13
2025-26,1630583,Santi Aldama,1610612763,MEM,22500419,2025-12-23,MEM @ UTA,W,0.0,13,21,7,13,4,7,1,4,5,7,1,0,3,3,37,5
2025-26,1630583,Santi Aldama,1610612763,MEM,22500428,2025-12-26,MEM vs. MIL,W,0.0,4,10,1,5,3,3,1,6,7,3,0,1,1,0,12,3
2025-26,1630583,Santi Aldama,1610612763,MEM,22500443,2025-12-28,MEM @ WAS,L,0.0,5,14,1,4,3,4,2,8,10,3,5,0,3,2,14,-12
2025-26,1630583,Santi Aldama,1610612763,MEM,22500458,2025-12-30,MEM vs. PHI,L,0.0,6,11,3,6,0,0,0,6,6,2,0,4,4,3,15,-10
2025-26,1630583,Santi Aldama,1610612763,MEM,22500485,2026-01-02,MEM @ LAL,L,0.0,5,12,3,9,2,2,1,6,7,3,1,0,0,0,15,6
2025-26,1630583,Santi Aldama,1610612763,MEM,22500501,2026-01-04,MEM @ LAL,L,0.0,4,13,0,4,4,6,4,6,10,7,1,0,1,4,12,3
2025-26,1630583,Santi Aldama,1610612763,MEM,22500512,2026-01-06,MEM vs. SAS,W,0.0,3,10,1,6,3,3,3,6,9,2,0,2,4,1,10,-23
2025-26,1630583,Santi Aldama,1610612763,MEM,22500524,2026-01-07,MEM vs. PHX,L,0.0,3,8,0,3,1,2,1,2,3,0,0,0,0,1,7,-18
2025-26,1630583,Santi Aldama,1610612763,MEM,22500536,2026-01-09,MEM vs. OKC,L,0.0,6,9,2,4,1,2,1,6,7,7,0,0,1,1,15,4
2025-26,1630583,Santi Aldama,1610612763,MEM,22500549,2026-01-11,MEM vs. BKN,W,0.0,7,10,1,2,0,0,2,6,8,3,1,3,1,3,15,8
2025-26,1630583,Santi Aldama,1610612763,MEM,22500578,2026-01-15,MEM @ ORL,L,0.0,6,11,4,4,2,3,2,3,5,1,1,0,1,3,18,-1
2025-26,1630583,Santi Aldama,1610612763,MEM,22500602,2026-01-18,MEM @ ORL,W,0.0,3,5,0,1,3,6,0,5,5,3,0,0,0,1,9,23
2025-26,1630583,Santi Aldama,1610612763,MEM,22500662,2026-01-26,MEM @ HOU,L,0.0,7,12,1,2,2,3,3,4,7,2,0,0,1,1,17,-5
2025-26,1630583,Santi Aldama,1610612763,MEM,22500731,2026-02-04,MEM @ SAC,W,0.0,4,10,2,6,2,4,1,5,6,0,1,2,1,3,12,14
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500104,2025-10-25,PHX @ DEN,L,0.0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,3,-2
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500120,2025-10-27,PHX @ UTA,L,0.0,1,3,1,3,2,2,0,1,1,0,2,2,0,3,5,0
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500137,2025-10-29,PHX vs. MEM,L,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-12
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500025,2025-10-31,PHX vs. UTA,W,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,12
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500169,2025-11-04,PHX @ GSW,L,0.0,1,1,0,0,0,0,2,0,2,1,0,0,1,0,2,5
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500204,2025-11-10,PHX vs. NOP,W,0.0,1,2,1,2,0,0,0,1,1,2,0,0,0,2,3,14
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500226,2025-11-13,PHX vs. IND,W,0.0,1,3,0,2,1,1,2,3,5,0,0,1,0,1,3,22
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500239,2025-11-16,PHX vs. ATL,L,0.0,2,2,2,2,0,0,0,5,5,0,0,0,0,0,6,20
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500254,2025-11-18,PHX @ POR,W,0.0,1,3,1,3,2,3,0,2,2,0,0,0,0,3,5,3
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500053,2025-11-21,PHX vs. MIN,W,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500281,2025-11-23,PHX vs. SAS,W,0.0,2,5,1,3,0,0,0,1,1,1,3,1,0,2,5,3
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500290,2025-11-24,PHX vs. HOU,L,0.0,0,3,0,3,0,0,2,5,7,0,1,1,2,2,0,-5
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500068,2025-11-26,PHX @ SAC,W,0.0,0,2,0,1,0,0,2,1,3,0,1,0,1,0,0,6
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500434,2025-12-27,PHX @ NOP,W,0.0,0,0,0,0,0,0,2,1,3,3,0,1,2,1,0,1
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500448,2025-12-29,PHX @ WAS,W,0.0,1,3,1,2,0,0,1,1,2,2,0,0,0,2,3,-7
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500465,2025-12-31,PHX @ CLE,L,0.0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,4
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500483,2026-01-02,PHX vs. SAC,W,0.0,0,4,0,1,0,0,0,1,1,1,1,0,0,3,0,8
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500499,2026-01-04,PHX vs. OKC,W,0.0,1,1,1,1,0,0,0,2,2,1,0,0,1,2,3,-4
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500524,2026-01-07,PHX @ MEM,W,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500555,2026-01-11,PHX vs. WAS,W,0.0,3,3,1,1,0,0,1,1,2,0,0,0,0,0,7,-2
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500579,2026-01-15,PHX @ DET,L,0.0,0,1,0,1,0,0,1,1,2,1,2,0,1,0,0,10
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500596,2026-01-17,PHX @ NYK,W,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-5
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500610,2026-01-19,PHX @ BKN,W,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500655,2026-01-25,PHX vs. MIA,L,0.0,4,4,1,1,0,0,1,4,5,0,2,1,0,0,9,-5
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500685,2026-01-29,PHX vs. DET,W,0.0,0,0,0,0,1,2,2,3,5,2,0,0,0,0,1,3
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500693,2026-01-30,PHX vs. CLE,W,0.0,1,2,1,2,1,2,0,1,1,2,0,0,2,1,4,-13
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500709,2026-02-01,PHX vs. LAC,L,0.0,1,3,0,1,0,0,1,0,1,1,0,1,0,1,2,-27
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500725,2026-02-03,PHX @ POR,W,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500739,2026-02-05,PHX vs. GSW,L,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8
2025-26,1630587,Isaiah Livers,1610612756,PHX,22500798,2026-02-19,PHX @ SAS,L,0.0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,2
2025-26,1630590,Scotty Pippen Jr.,1610612763,MEM,22500745,2026-02-06,MEM @ POR,L,0.0,4,8,1,2,4,4,1,2,3,6,1,0,2,4,13,-1
2025-26,1630590,Scotty Pippen Jr.,1610612763,MEM,22500768,2026-02-09,MEM @ GSW,L,0.0,5,6,1,1,0,0,0,0,0,4,4,1,1,4,11,-4
2025-26,1630590,Scotty Pippen Jr.,1610612763,MEM,22500787,2026-02-11,MEM @ DEN,L,0.0,3,10,1,4,1,2,0,0,0,3,1,1,2,5,8,-7
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500081,2025-10-22,ORL vs. MIA,W,0.0,6,7,2,3,0,0,0,4,4,2,2,0,2,3,14,15
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500090,2025-10-24,ORL vs. ATL,L,0.0,4,5,3,4,0,0,0,3,3,4,0,0,4,4,11,4
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500114,2025-10-27,ORL @ PHI,L,0.0,4,7,1,3,3,4,2,4,6,6,0,0,4,3,12,-9
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500129,2025-10-29,ORL @ DET,L,0.0,1,4,1,3,5,5,0,2,2,5,2,1,2,3,8,10
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500145,2025-11-01,ORL @ WAS,W,0.0,3,10,0,7,0,0,0,2,2,5,5,0,3,1,6,22
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500166,2025-11-04,ORL @ ATL,L,0.0,4,8,2,3,2,2,1,1,2,4,3,0,2,5,12,-6
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500028,2025-11-07,ORL vs. BOS,W,0.0,5,8,4,6,0,0,1,2,3,5,0,0,3,5,14,7
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500193,2025-11-09,ORL vs. BOS,L,0.0,6,8,2,4,6,7,2,6,8,4,3,0,3,2,20,21
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500215,2025-11-12,ORL @ NYK,W,0.0,4,10,1,5,5,6,1,1,2,3,1,1,2,4,14,10
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500040,2025-11-14,ORL vs. BKN,W,0.0,5,11,2,7,2,2,0,7,7,6,0,1,5,5,14,11
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500249,2025-11-18,ORL vs. GSW,W,0.0,4,11,0,7,5,5,0,5,5,8,2,1,3,4,13,8
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500264,2025-11-20,ORL vs. LAC,W,0.0,8,15,5,9,2,2,1,2,3,7,2,2,3,1,23,12
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500269,2025-11-22,ORL vs. NYK,W,0.0,8,15,2,6,8,9,2,1,3,1,0,0,4,3,26,9
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500058,2025-11-25,ORL @ PHI,W,0.0,2,7,0,3,0,0,1,4,5,11,2,2,1,2,4,12
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500072,2025-11-28,ORL @ DET,W,0.0,4,17,2,11,4,4,0,4,4,1,4,1,2,1,14,-20
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500314,2025-12-01,ORL vs. CHI,W,0.0,3,13,2,10,2,2,2,2,4,4,5,1,4,3,10,-9
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500326,2025-12-03,ORL vs. SAS,L,0.0,10,20,3,8,1,2,1,3,4,4,3,0,1,6,24,-1
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500339,2025-12-05,ORL vs. MIA,W,0.0,9,19,4,7,0,0,0,3,3,5,1,1,1,3,22,0
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500357,2025-12-07,ORL @ NYK,L,0.0,6,16,1,6,4,5,2,1,3,4,2,1,2,2,17,2
2025-26,1630591,Jalen Suggs,1610612753,ORL,22501201,2025-12-09,ORL vs. MIA,W,0.0,7,13,3,8,3,4,0,3,3,4,2,0,4,2,20,4
2025-26,1630591,Jalen Suggs,1610612753,ORL,22501229,2025-12-13,ORL @ NYK,L,0.0,10,16,2,8,4,6,0,2,2,7,0,0,2,2,26,8
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500464,2025-12-31,ORL @ IND,W,0.0,4,11,1,4,2,3,1,2,3,3,3,0,3,4,11,2
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500480,2026-01-02,ORL @ CHI,L,0.0,4,6,1,1,2,2,0,3,3,4,1,0,1,1,11,15
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500646,2026-01-24,ORL vs. CLE,L,0.0,3,6,1,4,2,2,0,1,1,6,0,0,1,3,9,-17
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500658,2026-01-26,ORL @ CLE,L,0.0,2,13,0,5,0,0,2,3,5,6,2,1,3,3,4,-6
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500674,2026-01-28,ORL @ MIA,W,0.0,6,15,1,7,3,4,1,4,5,4,0,1,2,2,16,-3
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500687,2026-01-30,ORL vs. TOR,W,0.0,5,14,3,8,1,1,0,6,6,10,3,0,1,4,14,13
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500703,2026-02-01,ORL @ SAS,L,0.0,2,13,1,6,0,0,1,5,6,6,1,1,4,1,5,-15
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500723,2026-02-03,ORL @ OKC,L,0.0,7,11,4,8,2,2,0,3,3,6,1,0,3,3,20,-4
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500734,2026-02-05,ORL vs. BKN,W,0.0,6,9,3,5,0,0,2,9,11,11,3,4,3,0,15,24
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500750,2026-02-07,ORL vs. UTA,W,0.0,4,11,2,7,2,4,0,7,7,6,4,2,2,3,12,13
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500764,2026-02-09,ORL vs. MIL,W,0.0,3,7,1,3,0,0,1,2,3,10,5,1,2,2,7,9
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500777,2026-02-11,ORL vs. MIL,L,0.0,5,14,4,11,2,2,0,1,1,10,4,3,1,1,16,-2
2025-26,1630591,Jalen Suggs,1610612753,ORL,22500800,2026-02-19,ORL @ SAC,W,0.0,3,8,3,7,0,0,0,3,3,3,0,1,3,2,9,-7
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500080,2025-10-22,BKN @ CHA,L,0.0,3,5,2,4,0,0,0,0,0,0,0,0,1,1,8,10
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500105,2025-10-26,BKN @ SAS,L,0.0,3,4,3,4,0,0,0,1,1,1,0,0,1,2,9,-3
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500116,2025-10-27,BKN @ HOU,L,0.0,3,8,1,4,2,2,0,1,1,2,1,0,2,1,9,-14
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500130,2025-10-29,BKN vs. ATL,L,0.0,1,3,1,2,3,4,0,2,2,2,0,0,0,0,6,-4
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500149,2025-11-02,BKN vs. PHI,L,0.0,1,4,0,2,0,0,0,0,0,0,0,0,1,2,2,-24
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500156,2025-11-03,BKN vs. MIN,L,0.0,1,4,0,2,5,7,0,1,1,1,0,0,0,3,7,-9
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500173,2025-11-05,BKN @ IND,W,0.0,2,4,2,4,0,0,0,1,1,0,0,0,0,2,6,1
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500031,2025-11-07,BKN vs. DET,L,0.0,3,5,3,4,0,0,0,1,1,1,0,0,1,0,9,0
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500192,2025-11-09,BKN @ NYK,L,0.0,0,8,0,4,0,0,2,1,3,0,1,0,2,3,0,-16
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500207,2025-11-11,BKN vs. TOR,L,0.0,3,7,3,5,0,0,0,1,1,0,0,0,0,1,9,-11
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500235,2025-11-16,BKN @ WAS,W,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500250,2025-11-18,BKN vs. BOS,L,0.0,0,3,0,3,0,0,0,1,1,0,0,0,0,1,0,-3
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500279,2025-11-23,BKN @ TOR,L,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-2
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500285,2025-11-24,BKN vs. NYK,L,0.0,2,7,1,5,1,1,0,2,2,1,0,0,2,1,6,-5
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500070,2025-11-28,BKN vs. PHI,L,0.0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,-6
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500297,2025-11-29,BKN @ MIL,L,0.0,4,8,1,4,4,5,0,3,3,2,1,0,0,1,13,-8
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500335,2025-12-04,BKN vs. UTA,L,0.0,0,3,0,3,1,2,0,1,1,0,1,0,0,2,1,11
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500350,2025-12-06,BKN vs. NOP,W,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1
2025-26,1630592,Jalen Wilson,1610612751,BKN,22501219,2025-12-14,BKN vs. MIL,W,0.0,2,3,1,1,0,0,0,1,1,0,1,0,0,1,5,11
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500373,2025-12-18,BKN vs. MIA,L,0.0,3,5,2,3,0,0,0,2,2,0,0,0,0,1,8,1
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500439,2025-12-27,BKN @ MIN,W,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-3
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500471,2026-01-01,BKN vs. HOU,L,0.0,1,2,1,1,5,6,1,2,3,0,0,0,0,2,8,-7
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500477,2026-01-02,BKN @ WAS,L,0.0,1,5,0,2,0,0,0,0,0,0,3,0,1,1,2,-8
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500535,2026-01-09,BKN vs. LAC,L,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500549,2026-01-11,BKN @ MEM,L,0.0,4,6,3,5,0,0,1,0,1,1,1,0,0,2,11,9
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500561,2026-01-12,BKN @ DAL,L,0.0,2,5,0,3,2,2,0,3,3,0,0,1,1,1,6,-5
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500603,2026-01-18,BKN @ CHI,L,0.0,5,11,2,4,2,2,0,5,5,1,0,0,0,1,14,-5
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500610,2026-01-19,BKN vs. PHX,L,0.0,0,3,0,1,3,4,0,0,0,2,0,0,0,0,3,-1
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500622,2026-01-21,BKN @ NYK,L,0.0,0,1,0,1,0,2,0,2,2,1,0,0,2,2,0,-14
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500656,2026-01-25,BKN @ LAC,L,0.0,3,8,1,5,2,3,0,3,3,1,1,0,0,1,9,8
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500684,2026-01-29,BKN @ DEN,L,0.0,3,5,2,3,0,0,0,1,1,1,0,0,0,1,8,-8
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500694,2026-01-30,BKN @ UTA,W,0.0,3,7,3,6,0,0,0,3,3,3,1,0,0,1,9,16
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500704,2026-02-01,BKN @ DET,L,0.0,2,8,1,3,3,4,1,6,7,0,0,0,2,5,8,-16
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500762,2026-02-09,BKN vs. CHI,W,0.0,1,5,0,2,2,2,1,3,4,1,2,0,3,2,4,-6
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500779,2026-02-11,BKN vs. IND,L,0.0,1,7,1,3,0,0,1,1,2,0,1,0,0,0,3,-17
2025-26,1630592,Jalen Wilson,1610612751,BKN,22500793,2026-02-19,BKN @ CLE,L,0.0,1,2,1,2,0,0,0,3,3,0,0,0,0,0,3,2
2025-26,1630592,Jalen Wilson,1610612751,BKN,0022500808,2026-02-20,BKN @ OKC,L,0.0,1,2,1,2,2,2,1,1,2,0,2,0,2,2,5,-13
2025-26,1630595,Cade Cunningham,1610612765,DET,22500084,2025-10-22,DET @ CHI,L,0.0,8,24,1,6,6,10,2,5,7,10,1,0,3,6,23,-6
2025-26,1630595,Cade Cunningham,1610612765,DET,22500093,2025-10-24,DET @ HOU,W,0.0,7,16,3,8,4,5,1,6,7,9,0,1,8,3,21,7
2025-26,1630595,Cade Cunningham,1610612765,DET,22500106,2025-10-26,DET vs. BOS,W,0.0,8,18,2,5,7,7,0,3,3,8,0,1,6,4,25,0
2025-26,1630595,Cade Cunningham,1610612765,DET,22500007,2025-10-27,DET vs. CLE,L,0.0,3,14,1,7,5,6,2,3,5,4,0,1,5,3,12,-16
2025-26,1630595,Cade Cunningham,1610612765,DET,22500129,2025-10-29,DET vs. ORL,W,0.0,12,24,1,7,5,5,1,5,6,10,3,3,0,2,30,27
2025-26,1630595,Cade Cunningham,1610612765,DET,22500147,2025-11-01,DET @ DAL,W,0.0,7,16,2,4,5,8,0,6,6,18,3,0,1,3,21,11
2025-26,1630595,Cade Cunningham,1610612765,DET,22500161,2025-11-03,DET @ MEM,W,0.0,12,20,3,6,6,10,0,5,5,8,0,1,3,5,33,12
2025-26,1630595,Cade Cunningham,1610612765,DET,22500172,2025-11-05,DET vs. UTA,W,0.0,13,28,3,9,2,2,1,2,3,10,1,0,3,4,31,8
2025-26,1630595,Cade Cunningham,1610612765,DET,22500031,2025-11-07,DET @ BKN,W,0.0,13,18,2,6,6,6,0,1,1,10,1,0,4,3,34,13
2025-26,1630595,Cade Cunningham,1610612765,DET,22500195,2025-11-09,DET @ PHI,W,0.0,9,20,1,4,7,9,0,4,4,11,1,0,5,4,26,13
2025-26,1630595,Cade Cunningham,1610612765,DET,22500199,2025-11-10,DET vs. WAS,W,0.0,14,45,2,11,16,18,5,7,12,11,5,2,2,4,46,10
2025-26,1630595,Cade Cunningham,1610612765,DET,22500251,2025-11-18,DET @ ATL,W,0.0,10,23,1,7,4,4,0,6,6,10,2,0,3,4,25,3
2025-26,1630595,Cade Cunningham,1610612765,DET,22500272,2025-11-22,DET @ MIL,W,0.0,10,18,3,6,6,6,1,7,8,10,1,1,4,3,29,14
