Season,player_id,player_name,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
2025-26,2544,LeBron James,1610612747,LAL,22500253,2025-11-18,LAL vs. UTA,W,0.0,4,7,2,3,1,4,1,2,3,12,1,0,1,0,11,1
2025-26,2544,LeBron James,1610612747,LAL,22500282,2025-11-23,LAL @ UTA,W,0.0,8,18,0,4,1,2,0,6,6,8,1,0,2,2,17,-14
2025-26,2544,LeBron James,1610612747,LAL,22500059,2025-11-25,LAL vs. LAC,W,0.0,9,15,2,5,5,6,1,5,6,6,1,1,3,3,25,18
2025-26,2544,LeBron James,1610612747,LAL,22500078,2025-11-28,LAL vs. DAL,W,0.0,5,13,2,6,1,4,1,4,5,7,1,0,2,1,13,13
2025-26,2544,LeBron James,1610612747,LAL,22500317,2025-12-01,LAL vs. PHX,L,0.0,3,10,1,4,3,4,0,0,0,3,0,0,3,2,10,-6
2025-26,2544,LeBron James,1610612747,LAL,22500336,2025-12-04,LAL @ TOR,W,0.0,4,17,0,5,0,0,1,5,6,11,0,0,0,1,8,-1
2025-26,2544,LeBron James,1610612747,LAL,22500362,2025-12-07,LAL @ PHI,W,0.0,12,17,4,6,1,2,1,6,7,6,1,1,2,1,29,1
2025-26,2544,LeBron James,1610612747,LAL,22501204,2025-12-10,LAL vs. SAS,L,0.0,7,14,0,3,5,6,1,14,15,8,0,3,3,2,19,-16
2025-26,2544,LeBron James,1610612747,LAL,22501228,2025-12-14,LAL @ PHX,W,0.0,8,17,1,5,9,14,1,2,3,4,2,2,8,3,26,8
2025-26,2544,LeBron James,1610612747,LAL,22500379,2025-12-18,LAL @ UTA,W,0.0,8,17,0,5,12,13,1,6,7,10,1,0,2,1,28,-6
2025-26,2544,LeBron James,1610612747,LAL,22500395,2025-12-20,LAL @ LAC,L,0.0,15,28,3,7,3,5,1,3,4,3,2,1,3,1,36,-6
2025-26,2544,LeBron James,1610612747,LAL,22500418,2025-12-23,LAL @ PHX,L,0.0,7,14,3,5,6,11,0,2,2,6,0,0,0,0,23,-18
2025-26,2544,LeBron James,1610612747,LAL,22500012,2025-12-25,LAL vs. HOU,L,0.0,7,13,1,3,3,4,0,2,2,5,2,1,3,3,18,-33
2025-26,2544,LeBron James,1610612747,LAL,22500446,2025-12-28,LAL vs. SAC,W,0.0,11,13,1,2,1,1,1,2,3,5,2,0,2,0,24,20
2025-26,2544,LeBron James,1610612747,LAL,22500460,2025-12-30,LAL vs. DET,L,0.0,6,17,3,10,2,5,0,4,4,4,1,1,5,1,17,-16
2025-26,2544,LeBron James,1610612747,LAL,22500485,2026-01-02,LAL vs. MEM,W,0.0,12,18,1,5,6,6,0,9,9,6,0,0,4,3,31,11
2025-26,2544,LeBron James,1610612747,LAL,22500501,2026-01-04,LAL vs. MEM,W,0.0,8,14,2,7,8,10,0,7,7,10,1,0,1,2,26,6
2025-26,2544,LeBron James,1610612747,LAL,22500514,2026-01-06,LAL @ NOP,W,0.0,10,19,3,5,7,7,0,8,8,8,2,1,1,2,30,10
2025-26,2544,LeBron James,1610612747,LAL,22500541,2026-01-09,LAL vs. MIL,L,0.0,10,21,2,7,4,6,1,8,9,10,3,0,3,1,26,8
2025-26,2544,LeBron James,1610612747,LAL,22500562,2026-01-12,LAL @ SAC,L,0.0,8,17,0,5,6,6,0,4,4,3,1,0,3,1,22,-9
2025-26,2544,LeBron James,1610612747,LAL,22500569,2026-01-13,LAL vs. ATL,W,0.0,12,20,2,4,5,6,1,8,9,10,1,1,4,1,31,17
2025-26,2544,LeBron James,1610612747,LAL,22500586,2026-01-15,LAL vs. CHA,L,0.0,10,19,3,6,6,7,2,7,9,6,2,1,3,0,29,-7
2025-26,2544,LeBron James,1610612747,LAL,22500601,2026-01-17,LAL @ POR,L,0.0,6,16,1,3,7,7,1,8,9,8,1,2,4,2,20,-16
2025-26,2544,LeBron James,1610612747,LAL,22500607,2026-01-18,LAL vs. TOR,W,0.0,9,17,2,4,4,4,2,2,4,7,0,2,3,0,24,18
2025-26,2544,LeBron James,1610612747,LAL,22500617,2026-01-20,LAL @ DEN,W,0.0,8,15,1,1,2,6,1,8,9,8,0,0,6,2,19,13
2025-26,2544,LeBron James,1610612747,LAL,22500633,2026-01-22,LAL @ LAC,L,0.0,9,19,1,4,4,5,0,5,5,6,2,0,4,1,23,-7
2025-26,2544,LeBron James,1610612747,LAL,22500648,2026-01-24,LAL @ DAL,W,0.0,8,16,1,3,0,0,2,6,8,5,1,1,1,2,17,-8
2025-26,2544,LeBron James,1610612747,LAL,22500661,2026-01-26,LAL @ CHI,W,0.0,9,19,1,4,5,6,0,5,5,3,1,0,2,3,24,-14
2025-26,2544,LeBron James,1610612747,LAL,22500671,2026-01-28,LAL @ CLE,L,0.0,3,10,0,3,5,6,1,2,3,5,1,0,6,3,11,-23
2025-26,2544,LeBron James,1610612747,LAL,22500688,2026-01-30,LAL @ WAS,W,0.0,8,16,2,3,2,2,0,3,3,6,2,0,3,1,20,25
2025-26,2544,LeBron James,1610612747,LAL,22500708,2026-02-01,LAL @ NYK,L,0.0,9,15,2,6,2,6,1,4,5,6,1,0,1,0,22,-17
2025-26,2544,LeBron James,1610612747,LAL,22500719,2026-02-03,LAL @ BKN,W,0.0,10,16,0,3,5,7,1,2,3,7,3,0,1,1,25,24
2025-26,2544,LeBron James,1610612747,LAL,22500740,2026-02-05,LAL vs. PHI,W,0.0,7,17,0,3,3,3,0,4,4,10,0,1,8,1,17,-5
2025-26,2544,LeBron James,1610612747,LAL,22500753,2026-02-07,LAL vs. GSW,W,0.0,6,17,2,7,6,7,0,7,7,10,1,1,7,1,20,7
2025-26,2544,LeBron James,1610612747,LAL,22500769,2026-02-09,LAL vs. OKC,L,0.0,9,17,0,4,4,6,1,5,6,10,1,0,3,1,22,-7
2025-26,2544,LeBron James,1610612747,LAL,22500791,2026-02-12,LAL vs. DAL,W,0.0,10,20,2,7,6,7,0,10,10,12,0,1,4,0,28,6
2025-26,2544,LeBron James,1610612747,LAL,0022500809,2026-02-20,LAL vs. LAC,W,0.0,5,13,1,3,2,2,0,3,3,11,1,0,3,3,13,-7
2025-26,101108,Chris Paul,1610612746,LAC,22500087,2025-10-22,LAC @ UTA,L,0.0,1,5,1,4,1,1,1,0,1,4,1,0,1,2,4,-6
2025-26,101108,Chris Paul,1610612746,LAC,22500099,2025-10-24,LAC vs. PHX,W,0.0,0,1,0,1,0,0,2,1,3,8,3,0,2,3,0,5
2025-26,101108,Chris Paul,1610612746,LAC,22500112,2025-10-26,LAC vs. POR,W,0.0,2,4,2,4,0,0,0,1,1,2,0,0,0,4,6,-7
2025-26,101108,Chris Paul,1610612746,LAC,22500127,2025-10-28,LAC @ GSW,L,0.0,0,2,0,1,0,0,0,1,1,2,3,0,1,0,0,-11
2025-26,101108,Chris Paul,1610612746,LAC,22500027,2025-10-31,LAC vs. NOP,W,0.0,1,4,1,2,0,0,1,0,1,4,0,0,0,0,3,-1
2025-26,101108,Chris Paul,1610612746,LAC,22500164,2025-11-03,LAC vs. MIA,L,0.0,1,5,1,4,0,0,1,3,4,4,1,0,2,2,3,6
2025-26,101108,Chris Paul,1610612746,LAC,22500170,2025-11-04,LAC vs. OKC,L,0.0,0,1,0,1,0,0,0,1,1,3,0,0,1,2,0,-24
2025-26,101108,Chris Paul,1610612746,LAC,22500182,2025-11-06,LAC @ PHX,L,0.0,1,3,0,2,0,0,0,2,2,2,1,0,0,0,2,4
2025-26,101108,Chris Paul,1610612746,LAC,22500243,2025-11-17,LAC @ PHI,L,0.0,1,2,1,1,0,0,0,2,2,0,0,0,0,2,3,-6
2025-26,101108,Chris Paul,1610612746,LAC,22500264,2025-11-20,LAC @ ORL,L,0.0,2,6,0,2,0,0,0,2,2,4,1,0,4,0,4,-12
2025-26,101108,Chris Paul,1610612746,LAC,22500268,2025-11-22,LAC @ CHA,W,0.0,1,5,1,3,0,1,1,3,4,8,0,0,1,1,3,1
2025-26,101108,Chris Paul,1610612746,LAC,22500278,2025-11-23,LAC @ CLE,L,0.0,1,1,0,0,0,0,0,1,1,5,0,0,2,1,2,-10
2025-26,101108,Chris Paul,1610612746,LAC,22500059,2025-11-25,LAC @ LAL,L,0.0,2,3,0,1,0,0,0,1,1,1,0,0,0,1,4,-13
2025-26,101108,Chris Paul,1610612746,LAC,22500079,2025-11-28,LAC vs. MEM,L,0.0,2,4,1,1,0,0,0,2,2,0,0,0,1,2,5,-2
2025-26,101108,Chris Paul,1610612746,LAC,22500300,2025-11-29,LAC vs. DAL,L,0.0,0,3,0,0,0,0,0,2,2,3,1,0,0,2,0,-2
2025-26,101108,Chris Paul,1610612746,LAC,22500313,2025-12-01,LAC @ MIA,L,0.0,3,7,2,3,0,0,0,0,0,3,0,0,1,1,8,-6
2025-26,200768,Kyle Lowry,1610612755,PHI,22500149,2025-11-02,PHI @ BKN,W,0.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,3,-2
2025-26,200768,Kyle Lowry,1610612755,PHI,22500070,2025-11-28,PHI @ BKN,W,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10
2025-26,200768,Kyle Lowry,1610612755,PHI,22500348,2025-12-05,PHI @ MIL,W,0.0,1,3,1,3,0,0,0,1,1,1,0,0,0,1,3,3
2025-26,200768,Kyle Lowry,1610612755,PHI,22501217,2025-12-14,PHI @ ATL,L,0.0,0,1,0,1,0,0,0,1,1,1,0,0,1,2,0,-3
2025-26,200768,Kyle Lowry,1610612755,PHI,22500410,2025-12-23,PHI vs. BKN,L,0.0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,3
2025-26,200768,Kyle Lowry,1610612755,PHI,22500560,2026-01-12,PHI @ TOR,W,0.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-4
2025-26,200768,Kyle Lowry,1610612755,PHI,22500770,2026-02-09,PHI @ POR,L,0.0,1,2,1,2,3,4,0,1,1,1,1,1,0,0,6,9
2025-26,201142,Kevin Durant,1610612745,HOU,22500001,2025-10-21,HOU @ OKC,L,0.0,9,16,0,4,5,6,0,9,9,3,0,0,4,6,23,0
2025-26,201142,Kevin Durant,1610612745,HOU,22500093,2025-10-24,HOU vs. DET,L,0.0,9,18,3,3,16,18,1,2,3,1,3,1,0,3,37,-1
2025-26,201142,Kevin Durant,1610612745,HOU,22500116,2025-10-27,HOU vs. BKN,W,0.0,6,14,0,4,7,7,0,6,6,3,1,0,3,4,19,10
2025-26,201142,Kevin Durant,1610612745,HOU,22500131,2025-10-29,HOU @ TOR,W,0.0,11,19,4,8,5,8,0,5,5,1,0,3,2,2,31,20
2025-26,201142,Kevin Durant,1610612745,HOU,22500146,2025-11-01,HOU @ BOS,W,0.0,8,11,2,3,8,9,0,4,4,1,2,1,2,2,26,21
2025-26,201142,Kevin Durant,1610612745,HOU,22500160,2025-11-03,HOU vs. DAL,W,0.0,6,18,2,8,7,7,1,5,6,5,1,1,3,2,21,-1
2025-26,201142,Kevin Durant,1610612745,HOU,22500176,2025-11-05,HOU @ MEM,W,0.0,5,18,1,2,0,0,1,3,4,5,1,1,2,1,11,20
2025-26,201142,Kevin Durant,1610612745,HOU,22500032,2025-11-07,HOU @ SAS,L,0.0,8,18,1,2,7,7,0,1,1,2,1,0,8,5,24,-8
2025-26,201142,Kevin Durant,1610612745,HOU,22500191,2025-11-09,HOU @ MIL,W,0.0,11,15,2,2,7,9,0,3,3,7,0,0,3,2,31,2
2025-26,201142,Kevin Durant,1610612745,HOU,22500218,2025-11-12,HOU vs. WAS,W,0.0,7,16,2,5,7,8,1,4,5,4,2,0,1,2,23,15
2025-26,201142,Kevin Durant,1610612745,HOU,22500042,2025-11-14,HOU vs. POR,W,0.0,12,19,3,6,3,3,0,5,5,3,1,0,3,2,30,37
2025-26,201142,Kevin Durant,1610612745,HOU,22500236,2025-11-16,HOU vs. ORL,W,0.0,13,24,2,8,7,7,0,5,5,6,0,1,5,2,35,4
2025-26,201142,Kevin Durant,1610612745,HOU,22500255,2025-11-19,HOU @ CLE,W,0.0,6,18,1,6,7,8,0,3,3,3,0,0,4,2,20,6
2025-26,201142,Kevin Durant,1610612745,HOU,22500054,2025-11-21,HOU vs. DEN,L,0.0,5,15,1,5,2,3,1,7,8,2,2,1,2,3,13,-7
2025-26,201142,Kevin Durant,1610612745,HOU,22500301,2025-11-30,HOU @ UTA,W,0.0,10,14,3,4,2,2,1,6,7,4,3,1,1,2,25,28
2025-26,201142,Kevin Durant,1610612745,HOU,22500316,2025-12-01,HOU @ UTA,L,0.0,10,25,2,7,10,12,0,9,9,5,0,0,5,3,32,-8
2025-26,201142,Kevin Durant,1610612745,HOU,22500330,2025-12-03,HOU vs. SAC,W,0.0,9,16,1,4,5,5,0,3,3,8,0,1,0,1,24,12
2025-26,201142,Kevin Durant,1610612745,HOU,22500346,2025-12-05,HOU vs. PHX,W,0.0,11,17,2,2,4,4,0,4,4,8,2,1,5,2,28,29
2025-26,201142,Kevin Durant,1610612745,HOU,22500356,2025-12-06,HOU @ DAL,L,0.0,11,20,1,3,4,4,0,1,1,3,0,0,1,1,27,-12
2025-26,201142,Kevin Durant,1610612745,HOU,22501205,2025-12-11,HOU vs. LAC,W,0.0,5,14,3,5,3,3,0,1,1,3,0,0,5,1,16,-6
2025-26,201142,Kevin Durant,1610612745,HOU,22501225,2025-12-15,HOU @ DEN,L,0.0,8,14,2,3,7,8,0,5,5,7,1,5,5,3,25,2
2025-26,201142,Kevin Durant,1610612745,HOU,22500375,2025-12-18,HOU @ NOP,L,0.0,12,15,4,6,4,4,0,7,7,2,1,4,6,2,32,-7
2025-26,201142,Kevin Durant,1610612745,HOU,22500386,2025-12-20,HOU @ DEN,W,0.0,8,14,5,6,10,11,0,6,6,5,0,1,3,2,31,18
2025-26,201142,Kevin Durant,1610612745,HOU,22500401,2025-12-21,HOU @ SAC,L,0.0,8,21,3,9,5,6,1,9,10,8,0,0,2,3,24,2
2025-26,201142,Kevin Durant,1610612745,HOU,22500422,2025-12-23,HOU @ LAC,L,0.0,8,15,1,4,5,5,1,4,5,1,0,2,3,1,22,-15
2025-26,201142,Kevin Durant,1610612745,HOU,22500012,2025-12-25,HOU @ LAL,W,0.0,8,14,4,6,5,5,1,3,4,8,1,2,3,1,25,26
2025-26,201142,Kevin Durant,1610612745,HOU,22500438,2025-12-27,HOU vs. CLE,W,0.0,11,17,2,4,6,7,0,4,4,7,0,0,3,1,30,24
2025-26,201142,Kevin Durant,1610612745,HOU,22500453,2025-12-29,HOU vs. IND,W,0.0,13,20,2,6,2,3,0,6,6,5,0,1,3,0,30,14
2025-26,201142,Kevin Durant,1610612745,HOU,22500471,2026-01-01,HOU @ BKN,W,0.0,8,15,2,7,4,4,0,5,5,11,0,0,6,2,22,11
2025-26,201142,Kevin Durant,1610612745,HOU,22500491,2026-01-03,HOU @ DAL,L,0.0,14,26,2,7,4,5,0,5,5,7,0,3,2,4,34,15
2025-26,201142,Kevin Durant,1610612745,HOU,22500505,2026-01-05,HOU vs. PHX,W,0.0,9,21,2,12,6,6,1,9,10,4,0,1,1,2,26,4
2025-26,201142,Kevin Durant,1610612745,HOU,22500527,2026-01-07,HOU @ POR,L,0.0,14,26,2,6,7,9,0,4,4,0,0,1,3,2,37,-3
2025-26,201142,Kevin Durant,1610612745,HOU,22500540,2026-01-09,HOU @ POR,L,0.0,11,20,4,9,4,4,2,10,12,4,0,2,2,0,30,5
2025-26,201142,Kevin Durant,1610612745,HOU,22500557,2026-01-11,HOU @ SAC,L,0.0,9,18,4,9,1,1,0,4,4,6,0,0,1,3,23,-9
2025-26,201142,Kevin Durant,1610612745,HOU,22500565,2026-01-13,HOU vs. CHI,W,0.0,12,23,1,5,3,4,2,8,10,4,0,0,3,2,28,4
2025-26,201142,Kevin Durant,1610612745,HOU,22500581,2026-01-15,HOU vs. OKC,L,0.0,7,23,0,5,5,5,0,7,7,3,3,1,2,0,19,-20
2025-26,201142,Kevin Durant,1610612745,HOU,22500591,2026-01-16,HOU vs. MIN,W,0.0,11,18,6,8,11,14,1,3,4,7,2,1,5,3,39,15
2025-26,201142,Kevin Durant,1610612745,HOU,22500604,2026-01-18,HOU vs. NOP,W,0.0,5,18,1,8,7,8,3,3,6,8,1,0,3,1,18,3
2025-26,201142,Kevin Durant,1610612745,HOU,22500615,2026-01-20,HOU vs. SAS,W,0.0,7,12,2,4,2,2,0,4,4,7,1,1,4,2,18,1
2025-26,201142,Kevin Durant,1610612745,HOU,22500628,2026-01-22,HOU @ PHI,L,0.0,13,21,5,8,5,6,0,7,7,3,0,1,8,2,36,-15
2025-26,201142,Kevin Durant,1610612745,HOU,22500635,2026-01-23,HOU @ DET,W,0.0,11,19,5,11,5,6,0,7,7,3,1,1,0,4,32,18
2025-26,201142,Kevin Durant,1610612745,HOU,22500662,2026-01-26,HOU vs. MEM,W,0.0,11,24,4,9,7,9,2,6,8,2,0,1,2,1,33,1
2025-26,201142,Kevin Durant,1610612745,HOU,22500679,2026-01-28,HOU vs. SAS,L,0.0,8,17,2,4,6,6,1,1,2,6,0,1,3,2,24,-9
2025-26,201142,Kevin Durant,1610612745,HOU,22500682,2026-01-29,HOU @ ATL,W,0.0,12,22,3,8,4,4,1,4,5,4,0,0,3,2,31,12
2025-26,201142,Kevin Durant,1610612745,HOU,22500701,2026-01-31,HOU vs. DAL,W,0.0,6,17,1,4,0,0,0,5,5,8,2,0,1,2,13,1
2025-26,201142,Kevin Durant,1610612745,HOU,22500728,2026-02-04,HOU vs. BOS,L,0.0,4,11,0,4,7,7,0,5,5,1,2,1,2,1,15,-22
2025-26,201142,Kevin Durant,1610612745,HOU,22500737,2026-02-05,HOU vs. CHA,L,0.0,11,21,3,4,6,8,1,2,3,1,5,0,6,0,31,-11
2025-26,201142,Kevin Durant,1610612745,HOU,22500748,2026-02-07,HOU @ OKC,W,0.0,6,10,2,5,6,9,0,1,1,4,1,1,4,3,20,10
2025-26,201142,Kevin Durant,1610612745,HOU,22500772,2026-02-10,HOU vs. LAC,W,0.0,8,22,3,7,7,7,1,5,6,3,2,0,5,1,26,3
2025-26,201142,Kevin Durant,1610612745,HOU,22500782,2026-02-11,HOU vs. LAC,L,0.0,7,15,3,9,4,5,1,7,8,6,0,1,8,1,21,6
2025-26,201142,Kevin Durant,1610612745,HOU,22500792,2026-02-19,HOU @ CHA,W,0.0,14,20,2,4,5,5,0,8,8,4,1,3,1,3,35,-4
2025-26,201143,Al Horford,1610612744,GSW,22500002,2025-10-21,GSW @ LAL,W,0.0,2,7,1,4,0,0,0,5,5,1,0,0,2,4,5,-10
2025-26,201143,Al Horford,1610612744,GSW,22500006,2025-10-23,GSW vs. DEN,W,0.0,5,7,3,4,0,0,1,2,3,2,1,1,2,2,13,6
2025-26,201143,Al Horford,1610612744,GSW,22500127,2025-10-28,GSW vs. LAC,W,0.0,1,5,0,3,0,0,3,1,4,0,1,0,1,1,2,-12
2025-26,201143,Al Horford,1610612744,GSW,22500139,2025-10-30,GSW @ MIL,L,0.0,1,6,1,4,0,0,1,1,2,2,0,2,2,2,3,-20
2025-26,201143,Al Horford,1610612744,GSW,22500144,2025-11-01,GSW @ IND,L,0.0,2,4,0,2,0,0,0,6,6,1,0,0,1,1,4,2
2025-26,201143,Al Horford,1610612744,GSW,22500181,2025-11-05,GSW @ SAC,L,0.0,0,8,0,7,0,0,1,6,7,2,2,0,1,2,0,-3
2025-26,201143,Al Horford,1610612744,GSW,22500196,2025-11-09,GSW vs. IND,W,0.0,4,6,4,6,0,0,1,3,4,1,0,3,2,1,12,9
2025-26,201143,Al Horford,1610612744,GSW,22500220,2025-11-12,GSW @ SAS,W,0.0,3,7,3,6,0,0,0,3,3,3,0,2,1,2,9,-14
2025-26,201143,Al Horford,1610612744,GSW,22500047,2025-11-14,GSW @ SAS,W,0.0,0,4,0,2,0,0,2,1,3,0,2,2,0,1,0,6
2025-26,201143,Al Horford,1610612744,GSW,22500237,2025-11-16,GSW @ NOP,W,0.0,2,5,2,5,0,0,1,1,2,6,2,0,1,0,6,-1
2025-26,201143,Al Horford,1610612744,GSW,22500249,2025-11-18,GSW @ ORL,L,0.0,2,6,1,4,4,4,0,6,6,1,2,1,2,2,9,-11
2025-26,201143,Al Horford,1610612744,GSW,22500056,2025-11-21,GSW vs. POR,L,0.0,2,5,1,3,2,2,1,5,6,3,2,1,1,1,7,-5
2025-26,201143,Al Horford,1610612744,GSW,22500333,2025-12-04,GSW @ PHI,L,0.0,1,8,1,7,0,0,0,6,6,4,1,1,0,0,3,3
2025-26,201143,Al Horford,1610612744,GSW,22500011,2025-12-25,GSW vs. DAL,W,0.0,5,7,4,6,0,0,0,4,4,2,2,0,0,0,14,9
2025-26,201143,Al Horford,1610612744,GSW,22500441,2025-12-28,GSW @ TOR,L,0.0,3,6,1,3,0,0,3,4,7,0,0,2,0,0,7,-3
2025-26,201143,Al Horford,1610612744,GSW,22500462,2025-12-31,GSW @ CHA,W,0.0,3,7,2,6,0,0,0,2,2,0,0,0,0,0,8,-6
2025-26,201143,Al Horford,1610612744,GSW,22500484,2026-01-02,GSW vs. OKC,L,0.0,4,6,3,5,2,2,1,5,6,0,0,2,1,1,13,-15
2025-26,201143,Al Horford,1610612744,GSW,22500508,2026-01-05,GSW @ LAC,L,0.0,1,8,1,5,2,2,0,5,5,0,1,0,0,1,5,-14
2025-26,201143,Al Horford,1610612744,GSW,22500526,2026-01-07,GSW vs. MIL,W,0.0,3,6,2,4,0,0,3,7,10,6,0,2,2,0,8,9
2025-26,201143,Al Horford,1610612744,GSW,22500539,2026-01-09,GSW vs. SAC,W,0.0,4,6,1,2,0,0,1,4,5,2,0,1,0,2,9,13
2025-26,201143,Al Horford,1610612744,GSW,22500556,2026-01-11,GSW vs. ATL,L,0.0,2,6,1,4,0,0,3,5,8,2,0,1,1,1,5,-10
2025-26,201143,Al Horford,1610612744,GSW,22500570,2026-01-13,GSW vs. POR,W,0.0,2,6,2,6,0,0,0,2,2,4,1,1,1,0,6,18
2025-26,201143,Al Horford,1610612744,GSW,22500584,2026-01-15,GSW vs. NYK,W,0.0,2,5,1,2,0,0,1,4,5,5,1,2,1,1,5,9
2025-26,201143,Al Horford,1610612744,GSW,22500599,2026-01-17,GSW vs. CHA,W,0.0,4,7,2,4,1,1,0,2,2,1,0,2,1,1,11,20
2025-26,201143,Al Horford,1610612744,GSW,22500612,2026-01-19,GSW vs. MIA,W,0.0,4,9,2,7,0,0,0,8,8,2,1,0,0,2,10,26
2025-26,201143,Al Horford,1610612744,GSW,22500630,2026-01-22,GSW @ DAL,L,0.0,1,4,1,3,0,0,1,7,8,3,1,1,2,3,3,2
2025-26,201143,Al Horford,1610612744,GSW,22500644,2026-01-25,GSW @ MIN,W,0.0,4,7,2,5,0,0,0,5,5,2,1,1,0,1,10,7
2025-26,201143,Al Horford,1610612744,GSW,22500678,2026-01-28,GSW @ UTA,W,0.0,4,5,1,2,0,0,3,2,5,8,1,3,1,2,9,22
2025-26,201143,Al Horford,1610612744,GSW,22500696,2026-01-30,GSW vs. DET,L,0.0,5,9,1,4,2,2,1,6,7,3,2,1,1,1,13,-11
2025-26,201143,Al Horford,1610612744,GSW,22500724,2026-02-03,GSW vs. PHI,L,0.0,4,7,2,4,0,0,0,0,0,2,0,1,0,5,10,-27
2025-26,201143,Al Horford,1610612744,GSW,22500739,2026-02-05,GSW @ PHX,W,0.0,4,10,2,5,3,5,2,2,4,4,0,1,2,1,13,0
2025-26,201143,Al Horford,1610612744,GSW,22500753,2026-02-07,GSW @ LAL,L,0.0,2,6,0,4,0,0,0,4,4,0,1,2,3,0,4,-11
2025-26,201143,Al Horford,1610612744,GSW,22500768,2026-02-09,GSW vs. MEM,W,0.0,7,12,1,3,1,1,3,6,9,6,1,0,0,0,16,24
2025-26,201143,Al Horford,1610612744,GSW,22500788,2026-02-11,GSW vs. SAS,L,0.0,3,7,0,4,0,0,0,4,4,1,0,0,1,1,6,-16
2025-26,201143,Al Horford,1610612744,GSW,22500799,2026-02-19,GSW vs. BOS,L,0.0,2,10,1,6,0,0,1,7,8,4,0,1,2,1,5,1
2025-26,201144,Mike Conley,1610612750,MIN,22500089,2025-10-22,MIN @ POR,W,0.0,1,5,1,2,0,0,1,1,2,0,1,0,1,2,3,-3
2025-26,201144,Mike Conley,1610612750,MIN,22500019,2025-10-24,MIN @ LAL,L,0.0,0,3,0,1,0,0,1,1,2,1,0,0,2,4,0,-11
2025-26,201144,Mike Conley,1610612750,MIN,22500110,2025-10-26,MIN vs. IND,W,0.0,1,4,1,4,3,3,0,1,1,4,0,0,2,4,6,0
2025-26,201144,Mike Conley,1610612750,MIN,22500008,2025-10-27,MIN vs. DEN,L,0.0,3,8,1,3,3,3,1,2,3,4,1,1,0,0,10,-2
2025-26,201144,Mike Conley,1610612750,MIN,22500136,2025-10-29,MIN vs. LAL,L,0.0,3,6,2,4,0,0,0,4,4,6,3,2,2,1,8,2
2025-26,201144,Mike Conley,1610612750,MIN,22500143,2025-11-01,MIN @ CHA,W,0.0,3,6,2,3,2,2,0,3,3,6,1,0,1,4,10,18
2025-26,201144,Mike Conley,1610612750,MIN,22500156,2025-11-03,MIN @ BKN,W,0.0,3,5,2,4,1,1,0,3,3,7,0,0,2,2,9,10
2025-26,201144,Mike Conley,1610612750,MIN,22500175,2025-11-05,MIN @ NYK,L,0.0,2,2,2,2,2,2,0,0,0,6,0,0,1,0,8,-4
2025-26,201144,Mike Conley,1610612750,MIN,22500036,2025-11-07,MIN vs. UTA,W,0.0,1,2,1,2,2,2,1,0,1,2,0,0,0,1,5,8
2025-26,201144,Mike Conley,1610612750,MIN,22500197,2025-11-09,MIN @ SAC,W,0.0,2,3,2,3,0,0,0,3,3,3,1,0,0,0,6,17
2025-26,201144,Mike Conley,1610612750,MIN,22500205,2025-11-10,MIN @ UTA,W,0.0,1,3,1,2,2,2,1,1,2,2,0,0,2,0,5,-13
2025-26,201144,Mike Conley,1610612750,MIN,22500044,2025-11-14,MIN vs. SAC,W,0.0,2,5,2,5,0,0,0,1,1,3,1,0,0,2,6,8
2025-26,201144,Mike Conley,1610612750,MIN,22500232,2025-11-15,MIN vs. DEN,L,0.0,2,5,1,3,0,0,0,1,1,2,0,0,0,2,5,-4
2025-26,201144,Mike Conley,1610612750,MIN,22500246,2025-11-17,MIN vs. DAL,W,0.0,2,4,1,3,0,0,0,2,2,3,3,0,1,4,5,17
2025-26,201144,Mike Conley,1610612750,MIN,22500259,2025-11-19,MIN vs. WAS,W,0.0,1,4,1,3,7,9,1,0,1,6,1,0,0,1,10,-10
2025-26,201144,Mike Conley,1610612750,MIN,22500053,2025-11-21,MIN @ PHX,L,0.0,1,4,1,3,0,0,0,2,2,1,0,0,1,2,3,-6
2025-26,201144,Mike Conley,1610612750,MIN,22500292,2025-11-24,MIN @ SAC,L,0.0,1,4,1,4,0,0,0,2,2,5,0,0,0,3,3,-3
2025-26,201144,Mike Conley,1610612750,MIN,22500064,2025-11-26,MIN @ OKC,L,0.0,1,4,0,2,0,0,0,0,0,2,0,0,0,0,2,-17
2025-26,201144,Mike Conley,1610612750,MIN,22500293,2025-11-29,MIN vs. BOS,W,0.0,2,2,2,2,0,0,0,2,2,2,0,0,0,1,6,-5
2025-26,201144,Mike Conley,1610612750,MIN,22500306,2025-11-30,MIN vs. SAS,W,0.0,2,4,1,2,0,0,2,1,3,4,0,0,0,1,5,10
2025-26,201144,Mike Conley,1610612750,MIN,22500321,2025-12-02,MIN @ NOP,W,0.0,1,5,0,4,3,3,0,1,1,1,1,0,0,0,5,-5
